hs_product_code,pgi,pgi_standirized
010121,31.130426688961357,-30.130426688961357
010129,33.230077524171875,-32.230077524171875
010130,42.88233720694507,-41.88233720694507
010190,32.00011282217924,-31.00011282217924
010221,41.769833751469896,-40.769833751469896
010229,42.2620110890841,-41.2620110890841
010231,40.396531075091374,-39.396531075091374
010239,35.20699615740527,-34.20699615740527
010290,36.16698319178194,-35.16698319178194
010310,30.76901461583009,-29.76901461583009
010391,28.93247804349957,-27.93247804349957
010392,32.057252283609856,-31.057252283609856
010410,36.61094485324323,-35.61094485324323
010420,41.21384522000168,-40.21384522000168
010511,40.118537999594,-39.118537999594
010512,33.222359454342055,-32.222359454342055
010513,29.501613600857347,-28.501613600857347
010514,31.22378931313803,-30.22378931313803
010515,43.76407420819103,-42.76407420819103
010594,33.29919110900308,-32.29919110900308
010599,32.97754562686155,-31.97754562686155
010611,37.61783390007208,-36.61783390007208
010612,36.260390294385715,-35.260390294385715
010613,38.104863965003275,-37.104863965003275
010614,32.71346019595402,-31.71346019595402
010619,44.469214136037046,-43.469214136037046
010620,40.42366602015998,-39.42366602015998
010631,32.38779520187049,-31.38779520187049
010632,37.3895669465976,-36.3895669465976
010633,44.749656538494364,-43.749656538494364
010639,35.000746910859306,-34.000746910859306
010641,29.754075510799236,-28.754075510799236
010649,39.13650556895616,-38.13650556895616
010690,40.807344403007015,-39.807344403007015
020110,34.01692067576117,-33.01692067576117
020120,34.28520083426915,-33.28520083426915
020130,43.94279975208192,-42.94279975208192
020210,33.693987077027394,-32.693987077027394
020220,38.14310616737657,-37.14310616737657
020230,43.043190472569535,-42.043190472569535
020311,30.058670122167893,-29.058670122167893
020312,30.28420765404751,-29.28420765404751
020319,31.929180190025765,-30.929180190025765
020321,34.68941528449493,-33.68941528449493
020322,34.71173062188456,-33.71173062188456
020329,36.49559884743305,-35.49559884743305
020410,35.82168397291301,-34.82168397291301
020421,37.52020378978831,-36.52020378978831
020422,34.235164459974534,-33.235164459974534
020423,32.8526578483392,-31.8526578483392
020430,38.031365807032884,-37.031365807032884
020441,37.62120123134678,-36.62120123134678
020442,36.333987330673,-35.333987330673
020443,35.32100335168878,-34.32100335168878
020450,36.5206358038243,-35.5206358038243
020500,37.49374718884421,-36.49374718884421
020610,43.066460693058914,-42.066460693058914
020621,43.234014191860915,-42.234014191860915
020622,43.68933863612566,-42.68933863612566
020629,42.80512600931518,-41.80512600931518
020630,30.70128544848413,-29.70128544848413
020641,34.20334874412403,-33.20334874412403
020649,33.76490727881091,-32.76490727881091
020680,34.70979877742726,-33.70979877742726
020690,35.488828113873936,-34.488828113873936
020711,33.4300565068734,-32.4300565068734
020712,43.000892668978956,-42.000892668978956
020713,31.282619855234877,-30.282619855234877
020714,37.82581800222558,-36.82581800222558
020724,33.020639490592,-32.020639490592
020725,38.44488615762254,-37.44488615762254
020726,31.71709800157685,-30.71709800157685
020727,38.92400352589819,-37.92400352589819
020741,33.18038011231008,-32.18038011231008
020742,31.9764826908736,-30.9764826908736
020743,36.690579393762306,-35.690579393762306
020744,35.42700722461315,-34.42700722461315
020745,35.926376275664545,-34.926376275664545
020751,32.86333451800513,-31.863334518005132
020752,30.883160658995443,-29.883160658995443
020753,30.169989230407158,-29.169989230407158
020754,30.838906754145547,-29.838906754145547
020755,30.848362036105677,-29.848362036105677
020760,33.87535538651966,-32.87535538651966
020810,33.21835753448283,-32.21835753448283
020830,29.37215931666432,-28.37215931666432
020840,26.71603724192552,-25.71603724192552
020850,45.97830191222094,-44.97830191222094
020860,30.38623442555738,-29.38623442555738
020890,30.12708853081358,-29.12708853081358
020910,35.236618986849216,-34.236618986849216
020990,32.88177073402486,-31.88177073402486
021011,37.572334026507214,-36.572334026507214
021012,32.516131099424754,-31.516131099424754
021019,34.71496983648093,-33.71496983648093
021020,36.02730050440496,-35.02730050440496
021091,34.067496612108,-33.067496612108
021092,30.307446303178725,-29.307446303178725
021093,38.7259696306828,-37.7259696306828
021099,43.44159570548429,-42.44159570548429
030111,36.99995782019162,-35.99995782019162
030119,34.71074968588024,-33.71074968588024
030191,30.699215974730897,-29.699215974730897
030192,40.80144579125066,-39.80144579125066
030193,31.40760736459869,-30.40760736459869
030194,32.39799270231626,-31.39799270231626
030195,34.16845788465612,-33.16845788465612
030199,31.74419419075186,-30.74419419075186
030211,32.99554880028494,-31.995548800284944
030213,33.61201224342818,-32.61201224342818
030214,29.304901283664922,-28.304901283664922
030219,34.84157227675819,-33.84157227675819
030221,29.12549601670002,-28.12549601670002
030222,28.076243295037738,-27.076243295037738
030223,30.942259776946553,-29.942259776946553
030224,34.316873100580835,-33.316873100580835
030229,32.26948746367432,-31.269487463674317
030231,33.788394136713094,-32.788394136713094
030232,35.54052693784877,-34.54052693784877
030233,34.5557771046696,-33.5557771046696
030234,34.88108895376718,-33.88108895376718
030235,33.88619436652851,-32.88619436652851
030236,41.55367772692762,-40.55367772692762
030239,37.569359960921,-36.569359960921
030241,29.269233092460947,-28.269233092460947
030242,34.686676633031794,-33.686676633031794
030243,35.69697776506391,-34.69697776506391
030244,31.82874150855901,-30.82874150855901
030245,35.540831259514206,-34.540831259514206
030246,49.13315487906401,-48.13315487906401
030247,39.1006851536423,-38.1006851536423
030249,31.187293880198087,-30.187293880198087
030251,27.12669328135528,-26.12669328135528
030252,26.89806186749528,-25.89806186749528
030253,27.39979040482407,-26.39979040482407
030254,50.58329679823319,-49.58329679823319
030255,31.729809316497626,-30.729809316497626
030256,32.55731683506763,-31.55731683506763
030259,30.972871950157987,-29.972871950157987
030271,46.25942536860902,-45.25942536860902
030272,33.300480466989555,-32.300480466989555
030273,34.315719763749456,-33.315719763749456
030274,31.94545236803206,-30.94545236803206
030279,37.803451012637,-36.803451012637
030281,35.33807684956126,-34.33807684956126
030282,33.41655358140591,-32.41655358140591
030283,42.75995836960859,-41.75995836960859
030284,34.195703888978926,-33.195703888978926
030285,33.49876533352256,-32.49876533352256
030289,36.131211443083885,-35.131211443083885
030291,30.483231978856733,-29.483231978856733
030292,57.02808648585359,-56.02808648585359
030299,31.516728021107035,-30.516728021107035
030311,37.14802058555979,-36.14802058555979
030312,44.191661087617035,-43.191661087617035
030313,40.53100259324506,-39.53100259324506
030314,34.3159887722338,-33.3159887722338
030319,32.625992435526754,-31.625992435526754
030323,54.3872239785461,-53.3872239785461
030324,38.2410875918384,-37.2410875918384
030325,34.77505380671528,-33.77505380671528
030326,36.33383105075665,-35.33383105075665
030329,40.411609274458925,-39.411609274458925
030331,27.684371588886062,-26.684371588886062
030332,34.04542354609696,-33.04542354609696
030333,36.68739188774581,-35.68739188774581
030334,33.460876824017625,-32.460876824017625
030339,36.36180629388221,-35.36180629388221
030341,34.012226678344376,-33.012226678344376
030342,34.866392160291234,-33.866392160291234
030343,34.11179938077403,-33.11179938077403
030344,34.629819865845626,-33.629819865845626
030345,32.623613469188655,-31.623613469188655
030346,33.98394707945585,-32.98394707945585
