year,hs_product_code,import_value
1994,1204,221771112.0
1994,1205,1657569065.0
1994,1206,928474626.0
1994,1207,801135456.0
1994,1208,167558207.0
1994,1209,1898912659.0
1994,1210,322343191.0
1994,1211,1320237756.0
1994,1212,630391142.0
1994,1213,121791638.0
1994,1214,682080410.0
1994,1301,409325556.0
1994,1302,1449843914.0
1994,1401,188246090.0
1994,1402,10024712.0
1994,1403,43128875.0
1994,1404,250494218.0
1994,1501,235140253.0
1994,1502,821572439.0
1994,1503,25729282.0
1994,1504,349186732.0
1994,1505,56708508.0
1994,1506,57436422.0
1994,1507,2952659261.0
1994,1508,302240670.0
1994,1509,1810388403.0
1994,1510,87543533.0
1994,1511,4029606545.0
1994,1512,1854549949.0
1994,1513,1203636375.0
1994,1514,1517265173.0
1994,1515,1088967981.0
1994,1516,1214360543.0
1994,1517,1022244642.0
1994,1518,319643720.0
1994,1519,1914862012.0
1994,1520,558401294.0
1994,1521,72554503.0
1994,1522,35136024.0
1994,1601,1166034523.0
1994,1602,3668434658.0
1994,1603,85733950.0
1994,1604,4948935092.0
1994,1605,2794670278.0
1994,1701,9707028917.0
1994,1702,1381382441.0
1994,1703,619474686.0
1994,1704,3233416425.0
1994,1801,2187118036.0
1994,1802,12424315.0
1994,1803,455803983.0
1994,1804,1304446150.0
1994,1805,333461964.0
1994,1806,6465621888.0
1994,1901,2976021168.0
1994,1902,1951375968.0
1994,1903,21656232.0
1994,1904,1060309474.0
1994,1905,6111160989.0
1994,2001,614076227.0
1994,2002,1439527969.0
1994,2003,750058551.0
1994,2004,1267054822.0
1994,2005,3160650453.0
1994,2006,158775962.0
1994,2007,660775094.0
1994,2008,3821848280.0
1994,2009,4979652528.0
1994,2101,1727722040.0
1994,2102,541216191.0
1994,2103,2060910959.0
1994,2104,862370934.0
1994,2105,1092394800.0
1994,2106,7694971665.0
1994,2201,1007544114.0
1994,2202,2906226866.0
1994,2203,3914805683.0
1994,2204,8568045054.0
1994,2205,302043562.0
1994,2206,220547159.0
1994,2207,1376308360.0
1994,2208,10258672495.0
1994,2209,99329492.0
1994,2301,2257285315.0
1994,2302,451843618.0
1994,2303,1613988283.0
1994,2304,5614460828.0
1994,2305,108188522.0
1994,2306,1492147990.0
1994,2307,10641384.0
1994,2308,436567824.0
1994,2309,5891605370.0
1994,2401,5023550310.0
1994,2402,14986122475.0
1994,2403,1368873743.0
1994,2501,1077205975.0
1994,2502,45264754.0
1994,2503,672699456.0
1994,2504,150188290.0
1994,2505,649726659.0
1994,2506,108038888.0
1994,2507,1266654063.0
1994,2508,703658448.0
1994,2509,102530806.0
1994,2510,1068650248.0
1994,2511,142309245.0
1994,2512,114132189.0
1994,2513,131886953.0
1994,2514,40621551.0
1994,2515,322326348.0
1994,2516,1006880147.0
1994,2517,1024601496.0
1994,2518,156871522.0
1994,2519,754621513.0
1994,2520,500267372.0
1994,2521,171390993.0
1994,2522,246275428.0
1994,2523,4082005500.0
1994,2524,416926923.0
1994,2525,59261018.0
1994,2526,346953272.0
1994,2527,6111995.0
1994,2528,136143495.0
1994,2529,351313505.0
1994,2530,657303494.0
1994,2601,8668376381.0
1994,2602,532276838.0
1994,2603,4099394638.0
1994,2604,145260858.0
1994,2605,17673973.0
1994,2606,1035403633.0
1994,2607,404446765.0
1994,2608,1499955632.0
1994,2609,189714321.0
1994,2610,246825471.0
1994,2611,36502976.0
1994,2612,140000571.0
1994,2613,515026560.0
1994,2614,574614288.0
1994,2615,353014966.0
1994,2616,469913594.0
1994,2617,75110240.0
1994,2618,126197643.0
1994,2619,144184979.0
1994,2620,1207853968.0
1994,2621,127335148.0
1994,2701,16755191548.0
1994,2702,293305171.0
1994,2703,494133544.0
1994,2704,1883833167.0
1994,2705,3999827.0
1994,2706,112200148.0
1994,2707,2061774817.0
1994,2708,343383371.0
1994,2709,165439696610.0
1994,2710,108124791876.0
1994,2711,36509745855.0
1994,2712,912679117.0
1994,2713,2077673516.0
1994,2714,226269029.0
1994,2715,262916057.0
1994,2716,6807330869.0
1994,2801,303565889.0
1994,2802,138566385.0
1994,2803,861468656.0
1994,2804,1755147645.0
1994,2805,202062434.0
1994,2806,109000618.0
1994,2807,314511645.0
1994,2808,81188606.0
1994,2809,1246303257.0
1994,2810,153250431.0
1994,2811,1097000907.0
1994,2812,161438326.0
1994,2813,78562067.0
1994,2814,1925469221.0
1994,2815,1119568263.0
1994,2816,51272460.0
1994,2817,278966649.0
1994,2818,5294647978.0
1994,2819,163194478.0
1994,2820,204418984.0
1994,2821,687739089.0
1994,2822,207596524.0
1994,2823,739833725.0
1994,2824,122399801.0
1994,2825,919434791.0
1994,2826,324485458.0
1994,2827,819405339.0
1994,2828,170090089.0
1994,2829,313491599.0
1994,2830,157775204.0
1994,2831,131598569.0
1994,2832,154293762.0
1994,2833,849409247.0
1994,2834,273080050.0
1994,2835,1395407327.0
1994,2836,1826817983.0
1994,2837,289086451.0
1994,2838,33708019.0
1994,2839,356680979.0
1994,2840,542969281.0
1994,2841,476383769.0
1994,2842,156274034.0
1994,2843,1146298534.0
1994,2844,5848880343.0
1994,2845,85047677.0
1994,2846,308938701.0
1994,2847,373540771.0
1994,2848,16872636.0
1994,2849,724475510.0
1994,2850,245857036.0
1994,2851,162502762.0
1994,2901,3364341763.0
1994,2902,7389560076.0
1994,2903,4176934508.0
1994,2904,492041446.0
1994,2905,7516042368.0
1994,2906,403293085.0
1994,2907,1893069476.0
1994,2908,384645691.0
1994,2909,2811660297.0
1994,2910,1028962165.0
1994,2911,73947960.0
1994,2912,880794411.0
1994,2913,58123654.0
1994,2914,2137297298.0
1994,2915,3864237365.0
1994,2916,2849100657.0
1994,2917,4571893301.0
1994,2918,3261407297.0
1994,2919,225553554.0
1994,2920,630539702.0
1994,2921,3692047881.0
1994,2922,4839125418.0
1994,2923,537963134.0
1994,2924,3804145319.0
1994,2925,423773776.0
1994,2926,2091036353.0
1994,2927,230360355.0
1994,2928,255588481.0
1994,2929,1888421573.0
1994,2930,2511762769.0
1994,2931,1389753857.0
1994,2932,2841857123.0
1994,2933,11994579231.0
1994,2934,4922395273.0
1994,2935,898926898.0
1994,2936,4046554897.0
1994,2937,2181930907.0
1994,2938,236721017.0
1994,2939,1131068544.0
1994,2940,147852483.0
1994,2941,5694252092.0
1994,2942,281332434.0
1994,3001,551317628.0
1994,3002,5349196586.0
1994,3003,2990837471.0
1994,3004,32831786182.0
1994,3005,1638352166.0
1994,3006,2638855445.0
1994,3101,102313024.0
1994,3102,5261454125.0
1994,3103,689815053.0
1994,3104,3494653735.0
1994,3105,6679551066.0
1994,3201,184956376.0
1994,3202,404055881.0
1994,3203,246667454.0
1994,3204,9826086302.0
1994,3205,86958701.0
1994,3206,4130438855.0
1994,3207,1204627707.0
1994,3208,4181437063.0
1994,3209,1311531615.0
1994,3210,350435742.0
1994,3211,69055484.0
1994,3212,665685686.0
1994,3213,237639098.0
1994,3214,1791946045.0
1994,3215,2189886241.0
1994,3301,1136485013.0
1994,3302,3542699268.0
1994,3303,3903466071.0
1994,3304,5561188708.0
1994,3305,2150456904.0
1994,3306,976822371.0
1994,3307,2835211052.0
1994,3401,1644851644.0
1994,3402,7092797063.0
1994,3403,1523292636.0
1994,3404,728781926.0
1994,3405,704554838.0
1994,3406,502110581.0
1994,3407,166327478.0
1994,3501,1145178436.0
1994,3502,230867446.0
1994,3503,685994105.0
1994,3504,499284492.0
1994,3505,1017644576.0
1994,3506,2121384864.0
1994,3507,1310579442.0
1994,3601,164435472.0
1994,3602,223374489.0
1994,3603,290803407.0
1994,3604,418553384.0
1994,3605,128179683.0
1994,3606,124177888.0
1994,3701,3768954925.0
1994,3702,5401846538.0
1994,3703,3178107127.0
1994,3704,84094606.0
1994,3705,401338805.0
1994,3706,283316925.0
1994,3707,3222071702.0
1994,3801,466742315.0
1994,3802,597645255.0
1994,3803,79182215.0
1994,3804,149453167.0
1994,3805,64634762.0
1994,3806,720849350.0
1994,3807,30153951.0
1994,3808,8490264272.0
1994,3809,1431907226.0
1994,3810,362573424.0
1994,3811,4288369404.0
1994,3812,1525269196.0
1994,3813,97364979.0
1994,3814,488086072.0
1994,3815,2791263715.0
1994,3816,684027387.0
1994,3817,635139207.0
1994,3818,2166134027.0
1994,3819,210735887.0
1994,3820,206504066.0
1994,3821,292154272.0
1994,3822,3089924265.0
1994,3823,8422285588.0
1994,3901,12497598240.0
1994,3902,6407088475.0
1994,3903,8590966077.0
1994,3904,6276455201.0
1994,3905,1826858440.0
1994,3906,3910938579.0
1994,3907,11404926196.0
1994,3908,2941048611.0
1994,3909,3300430004.0
1994,3910,1921892010.0
1994,3911,3033471172.0
1994,3912,1848269968.0
1994,3913,536547930.0
1994,3914,891528659.0
1994,3915,767725491.0
1994,3916,1276411111.0
1994,3917,4352937942.0
1994,3918,1505590058.0
1994,3919,3192549865.0
1994,3920,14180663792.0
1994,3921,6297492392.0
1994,3922,1044070297.0
1994,3923,9972636304.0
1994,3924,3704011900.0
1994,3925,2339966040.0
1994,3926,15110177400.0
1994,4001,4779988954.0
1994,4002,5491175030.0
1994,4003,55122465.0
1994,4004,70975103.0
1994,4005,1185424093.0
1994,4006,213681337.0
1994,4007,220322977.0
1994,4008,1398653677.0
1994,4009,2367548321.0
1994,4010,1582715792.0
1994,4011,17595229348.0
1994,4012,834375371.0
1994,4013,571640677.0
1994,4014,390921388.0
1994,4015,1344212896.0
1994,4016,5398801346.0
1994,4017,127083570.0
1994,4101,3952062992.0
1994,4102,1009783676.0
1994,4103,329687622.0
1994,4104,9525698918.0
1994,4105,1422956210.0
1994,4106,640222265.0
1994,4107,921039798.0
1994,4108,156285773.0
1994,4109,420853136.0
1994,4110,87900188.0
1994,4111,150088012.0
1994,4201,268775411.0
1994,4202,13044965387.0
1994,4203,6024240150.0
1994,4204,66509158.0
1994,4205,448070746.0
1994,4206,59974777.0
1994,4301,1076179340.0
1994,4302,1021500456.0
1994,4303,1066766971.0
1994,4304,42546328.0
1994,4401,1900456482.0
1994,4402,170268367.0
1994,4403,9793010852.0
1994,4404,120559195.0
1994,4405,24639019.0
1994,4406,114992607.0
1994,4407,23603503152.0
1994,4408,1965059952.0
1994,4409,2069235729.0
1994,4410,2884150390.0
1994,4411,1806702132.0
1994,4412,7968581412.0
1994,4413,402044018.0
1994,4414,414601234.0
1994,4415,771078955.0
1994,4416,111811942.0
1994,4417,151894646.0
1994,4418,4449835241.0
1994,4419,427458640.0
1994,4420,827310660.0
1994,4421,1823743531.0
1994,4501,81533449.0
1994,4502,21619269.0
1994,4503,417954588.0
1994,4504,360487036.0
1994,4601,285892891.0
1994,4602,863126351.0
1994,4701,464603841.0
1994,4702,994374491.0
1994,4703,11801445646.0
1994,4704,1135498251.0
1994,4705,465945323.0
1994,4706,265120752.0
1994,4707,1961565774.0
1994,4801,8154298451.0
1994,4802,9244841210.0
1994,4803,996958236.0
1994,4804,5826222662.0
1994,4805,4101460752.0
1994,4806,538410932.0
1994,4807,519136044.0
1994,4808,605047452.0
1994,4809,1187735402.0
1994,4810,14939641013.0
1994,4811,5877445030.0
1994,4812,75487523.0
1994,4813,708929760.0
1994,4814,1067305420.0
1994,4815,6369357.0
1994,4816,618466945.0
1994,4817,435891839.0
1994,4818,5321350212.0
1994,4819,6100974847.0
1994,4820,1739345892.0
1994,4821,1316791288.0
1994,4822,186188274.0
1994,4823,4584074257.0
1994,4901,8671639119.0
1994,4902,3999572436.0
1994,4903,346899735.0
1994,4904,86711135.0
1994,4905,148361620.0
1994,4906,247505128.0
1994,4907,737540854.0
1994,4908,462765269.0
1994,4909,497974378.0
1994,4910,278679304.0
1994,4911,4648834001.0
1994,5001,75010455.0
1994,5002,479715304.0
1994,5003,121157832.0
1994,5004,216819984.0
1994,5005,213392741.0
1994,5006,15303314.0
1994,5007,2223330752.0
1994,5101,3416384776.0
1994,5102,816392929.0
1994,5103,151983042.0
1994,5104,5550680.0
1994,5105,1816967324.0
1994,5106,730293665.0
1994,5107,1283372682.0
1994,5108,203714786.0
1994,5109,162610669.0
1994,5110,6120842.0
1994,5111,1741201644.0
1994,5112,2672627665.0
1994,5113,15074890.0
1994,5201,7222323477.0
1994,5202,350284770.0
1994,5203,108657171.0
1994,5204,178714200.0
1994,5205,5605165639.0
1994,5206,594820756.0
1994,5207,256116216.0
1994,5208,8678809623.0
1994,5209,6029279948.0
1994,5210,1469750686.0
1994,5211,868740638.0
1994,5212,461113056.0
1994,5301,482810076.0
1994,5302,7454470.0
1994,5303,83044281.0
1994,5304,56167378.0
1994,5305,97373587.0
1994,5306,495037691.0
1994,5307,141399141.0
1994,5308,314225619.0
1994,5309,1343022736.0
1994,5310,204441908.0
1994,5311,295924270.0
1994,5401,571023963.0
1994,5402,9395352469.0
1994,5403,1625481291.0
1994,5404,699847292.0
1994,5405,33854175.0
1994,5406,71012178.0
1994,5407,13057522134.0
1994,5408,2798820979.0
1994,5501,755940116.0
1994,5502,1083780089.0
1994,5503,4125795931.0
1994,5504,1464074752.0
1994,5505,229970744.0
1994,5506,382780594.0
1994,5507,50380711.0
1994,5508,457600930.0
1994,5509,3515755546.0
1994,5510,658975735.0
1994,5511,201105247.0
1994,5512,1997146623.0
1994,5513,2917223673.0
1994,5514,952982235.0
1994,5515,2406229183.0
1994,5516,4829058055.0
1994,5601,958950014.0
1994,5602,608081398.0
1994,5603,3523800603.0
1994,5604,832878376.0
1994,5605,117369507.0
1994,5606,305116455.0
1994,5607,778923695.0
1994,5608,392097858.0
1994,5609,111038074.0
1994,5701,1948739585.0
1994,5702,1730497141.0
1994,5703,3439452632.0
1994,5704,322981094.0
1994,5705,394737858.0
1994,5801,1649670134.0
1994,5802,188014714.0
1994,5803,45123381.0
1994,5804,622771342.0
1994,5805,44677060.0
1994,5806,1246975457.0
1994,5807,494980815.0
1994,5808,248138139.0
1994,5809,28037596.0
1994,5810,884201616.0
1994,5811,132784330.0
1994,5901,84834069.0
1994,5902,962458084.0
1994,5903,4218688685.0
1994,5904,200385066.0
1994,5905,75910283.0
1994,5906,658701342.0
1994,5907,462239099.0
1994,5908,32808178.0
1994,5909,73060175.0
1994,5910,129721054.0
1994,5911,1652283455.0
1994,6001,1634887135.0
1994,6002,7847962721.0
1994,6101,363077265.0
1994,6102,353808637.0
1994,6103,1459034442.0
1994,6104,5118662668.0
1994,6105,3108460500.0
1994,6106,2162591529.0
1994,6107,1607079824.0
1994,6108,3849238673.0
1994,6109,7276339534.0
1994,6110,19394308573.0
1994,6111,1900096943.0
1994,6112,1615485440.0
1994,6113,102011531.0
1994,6114,1437029909.0
1994,6115,3571473735.0
1994,6116,724377145.0
1994,6117,596176881.0
1994,6201,5996261515.0
1994,6202,4655380746.0
1994,6203,18119905159.0
1994,6204,20957581874.0
1994,6205,8882936761.0
1994,6206,7525241960.0
1994,6207,1021242600.0
1994,6208,2088527940.0
1994,6209,991861734.0
1994,6210,1997729786.0
1994,6211,5683709344.0
1994,6212,3508505080.0
1994,6213,176087361.0
1994,6214,1304810633.0
1994,6215,805033741.0
1994,6216,421031647.0
1994,6217,1236436349.0
1994,6301,708932686.0
1994,6302,5123215470.0
1994,6303,600375841.0
1994,6304,851774151.0
1994,6305,867076703.0
1994,6306,901029581.0
1994,6307,2054585953.0
1994,6308,50719767.0
1994,6309,766187800.0
1994,6310,305626643.0
1994,6401,459826282.0
1994,6402,7794501135.0
1994,6403,23508166528.0
1994,6404,4949996486.0
1994,6405,1077823004.0
1994,6406,4293037108.0
1994,6501,34515046.0
1994,6502,52532141.0
1994,6503,56190622.0
1994,6504,108822781.0
1994,6505,1369697256.0
1994,6506,644741415.0
1994,6507,68454697.0
1994,6601,1369468068.0
1994,6602,20341822.0
1994,6603,351407662.0
1994,6701,46119416.0
1994,6702,1764764382.0
1994,6703,30669160.0
1994,6704,291814662.0
1994,6801,262653832.0
1994,6802,3279726729.0
1994,6803,311258979.0
1994,6804,1331640922.0
1994,6805,1347228155.0
1994,6806,1253238213.0
1994,6807,668932807.0
1994,6808,131337940.0
1994,6809,688505192.0
1994,6810,1440183318.0
1994,6811,304044181.0
1994,6812,183660512.0
1994,6813,662082165.0
1994,6814,133539880.0
1994,6815,1189237615.0
1994,6901,80345753.0
1994,6902,1694313377.0
1994,6903,783365960.0
1994,6904,464145902.0
1994,6905,267584496.0
1994,6906,124412442.0
1994,6907,699398913.0
1994,6908,4994921734.0
1994,6909,911641970.0
1994,6910,1349250672.0
1994,6911,2042696152.0
1994,6912,1482601741.0
1994,6913,1700195179.0
1994,6914,687713011.0
1994,7001,81195846.0
1994,7002,622581680.0
1994,7003,264877126.0
1994,7004,195314206.0
1994,7005,2291138971.0
1994,7006,441076259.0
1994,7007,2568617712.0
1994,7008,272131462.0
1994,7009,1075282604.0
1994,7010,2613454216.0
1994,7011,1814807909.0
1994,7012,60286953.0
1994,7013,3896690218.0
1994,7014,252154685.0
1994,7015,195499782.0
1994,7016,244628481.0
1994,7017,368202945.0
1994,7018,510909434.0
1994,7019,3504357278.0
1994,7020,479992661.0
1994,7101,752490277.0
1994,7102,27379875551.0
1994,7103,2619806772.0
1994,7104,405045981.0
1994,7105,729407265.0
1994,7106,2783901631.0
1994,7107,41134508.0
1994,7108,23989940940.0
1994,7109,57359539.0
1994,7110,4514632788.0
1994,7111,24727831.0
1994,7112,2021796013.0
1994,7113,14010632036.0
1994,7114,457303979.0
1994,7115,678779416.0
1994,7116,780765205.0
1994,7117,1987455875.0
1994,7118,189321927.0
1994,7201,1846028023.0
1994,7202,5498385389.0
1994,7203,373603078.0
1994,7204,6662848258.0
1994,7205,686410112.0
1994,7206,379124095.0
1994,7207,7266220229.0
1994,7208,15831238273.0
1994,7209,9262472890.0
1994,7210,12144923784.0
1994,7211,2341885843.0
1994,7212,1705322959.0
1994,7213,5184432827.0
1994,7214,5822600664.0
1994,7215,1010305505.0
1994,7216,5519469518.0
1994,7217,2585007867.0
1994,7218,1395551583.0
1994,7219,7946984311.0
1994,7220,1562689888.0
1994,7221,633239784.0
1994,7222,1358975611.0
1994,7223,595301222.0
1994,7224,634711058.0
1994,7225,3162048905.0
1994,7226,1159852305.0
1994,7227,608549610.0
1994,7228,2319823160.0
1994,7229,495017435.0
1994,7301,578762784.0
1994,7302,1053097713.0
1994,7303,680470083.0
1994,7304,6371327370.0
1994,7305,2768314781.0
1994,7306,5842033795.0
1994,7307,3961958900.0
1994,7308,7399344032.0
1994,7309,980449334.0
1994,7310,2151506060.0
1994,7311,817603256.0
1994,7312,1942709391.0
1994,7313,106533994.0
1994,7314,1453336264.0
1994,7315,1537635899.0
1994,7316,65488991.0
1994,7317,805416541.0
1994,7318,7383313101.0
1994,7319,157138528.0
1994,7320,1781393502.0
1994,7321,2228133211.0
1994,7322,1536915602.0
1994,7323,3047158168.0
1994,7324,761668299.0
1994,7325,1658397684.0
1994,7326,8050882271.0
1994,7401,164935252.0
1994,7402,1237941488.0
1994,7403,9286264620.0
1994,7404,3074276211.0
1994,7405,69737312.0
1994,7406,145503908.0
1994,7407,1808199511.0
1994,7408,4183140898.0
1994,7409,2491323991.0
1994,7410,1885238451.0
1994,7411,2097423513.0
1994,7412,804873439.0
1994,7413,287861463.0
1994,7414,33337179.0
1994,7415,281851405.0
1994,7416,25449790.0
1994,7417,11646370.0
1994,7418,356094824.0
1994,7419,934704731.0
1994,7501,1268242592.0
1994,7502,2623919933.0
1994,7503,227770704.0
1994,7504,272075151.0
1994,7505,349061141.0
1994,7506,342507946.0
1994,7507,134564561.0
1994,7508,316489857.0
1994,7601,16458516402.0
1994,7602,2099850988.0
1994,7603,156983685.0
1994,7604,3144433390.0
1994,7605,888205721.0
1994,7606,7910536220.0
1994,7607,3711613442.0
1994,7608,532344452.0
1994,7609,129546334.0
1994,7610,2217015576.0
1994,7611,75929044.0
1994,7612,1516652437.0
1994,7613,105028574.0
1994,7614,224029782.0
1994,7615,1165219610.0
1994,7616,3048112977.0
1994,7801,955406247.0
1994,7802,90769362.0
1994,7803,40989854.0
1994,7804,111566856.0
1994,7805,6142242.0
1994,7806,79288821.0
1994,7901,3248441335.0
1994,7902,144575984.0
1994,7903,128323383.0
1994,7904,72464203.0
1994,7905,292127135.0
1994,7906,28200650.0
1994,7907,284734373.0
1994,8001,1174952573.0
1994,8002,27123670.0
1994,8003,80886482.0
1994,8004,48644136.0
1994,8005,28830296.0
1994,8006,2035575.0
1994,8007,113200313.0
1994,8101,242686466.0
1994,8102,203420238.0
1994,8103,255028124.0
1994,8104,576938689.0
1994,8105,1172252282.0
1994,8106,40555994.0
1994,8107,41913790.0
1994,8108,690201579.0
1994,8109,170521503.0
1994,8110,274580378.0
1994,8111,161635384.0
1994,8112,270953793.0
1994,8113,41573520.0
1994,8201,497701570.0
1994,8202,1246686071.0
1994,8203,743262153.0
1994,8204,727663592.0
1994,8205,2211264921.0
1994,8206,303252383.0
1994,8207,6486233046.0
1994,8208,817729896.0
1994,8209,1231122072.0
1994,8210,166235139.0
1994,8211,921964763.0
1994,8212,1209717165.0
1994,8213,284469500.0
1994,8214,307700152.0
1994,8215,927354198.0
1994,8301,3105766724.0
1994,8302,6909217006.0
1994,8303,341599296.0
1994,8304,106045402.0
1994,8305,585453583.0
1994,8306,772129416.0
1994,8307,489724567.0
1994,8308,1182618176.0
1994,8309,1420901114.0
1994,8310,187421965.0
1994,8311,892755675.0
1994,8401,1439741557.0
1994,8402,2287630394.0
1994,8403,1793041060.0
1994,8404,658796712.0
1994,8405,295316569.0
1994,8406,2563912169.0
1994,8407,18750189588.0
1994,8408,10746605789.0
1994,8409,17549498195.0
1994,8410,684499425.0
1994,8411,25473043955.0
1994,8412,2717992589.0
1994,8413,14755481881.0
1994,8414,17123631230.0
1994,8415,9204654641.0
1994,8416,1052958204.0
1994,8417,1780599261.0
1994,8418,10898926081.0
1994,8419,10695315209.0
1994,8420,657503575.0
1994,8421,11219106351.0
1994,8422,9679519107.0
1994,8423,1490400444.0
1994,8424,4638322419.0
1994,8425,1846181462.0
1994,8426,3456878884.0
1994,8427,4005761691.0
1994,8428,7054942986.0
1994,8429,11988911773.0
1994,8430,2649621165.0
1994,8431,16104814153.0
1994,8432,1723398672.0
1994,8433,4825426352.0
1994,8434,729759308.0
1994,8435,161159501.0
1994,8436,1415708345.0
1994,8437,719941130.0
1994,8438,4707967939.0
1994,8439,2953008023.0
1994,8440,826543870.0
1994,8441,2856527009.0
1994,8442,1622790471.0
1994,8443,8726031507.0
1994,8444,927341692.0
1994,8445,4073305817.0
1994,8446,2223034101.0
1994,8447,2672383104.0
1994,8448,3928103764.0
1994,8449,212647709.0
1994,8450,3804034517.0
1994,8451,3589652106.0
1994,8452,4001640229.0
1994,8453,978022637.0
1994,8454,1353514916.0
1994,8455,2657802634.0
1994,8456,1814295878.0
1994,8457,2634986804.0
1994,8458,2411104207.0
1994,8459,1920874655.0
1994,8460,2092162032.0
1994,8461,1096593708.0
1994,8462,4586035011.0
1994,8463,1276470776.0
1994,8464,1393147363.0
1994,8465,3895370393.0
1994,8466,5642821019.0
1994,8467,2973584304.0
1994,8468,490094274.0
1994,8469,986117148.0
1994,8470,3135084602.0
1994,8471,106892133881.0
1994,8472,2993284964.0
1994,8473,66026518784.0
1994,8474,4638781044.0
1994,8475,1085942009.0
1994,8476,787365415.0
1994,8477,10357671124.0
1994,8478,1244617988.0
1994,8479,23931124262.0
1994,8480,7281990992.0
1994,8481,16565719198.0
1994,8482,8572857705.0
1994,8483,10951776196.0
1994,8484,1149374589.0
1994,8485,2684254077.0
1994,8501,12979852203.0
1994,8502,4286423912.0
1994,8503,4196535871.0
1994,8504,17728758687.0
1994,8505,2452574816.0
1994,8506,3485829294.0
1994,8507,6274483698.0
1994,8508,4485390867.0
1994,8509,4759293446.0
1994,8510,1303752713.0
1994,8511,6089137628.0
1994,8512,4451857364.0
1994,8513,774431840.0
1994,8514,1812350306.0
1994,8515,3775081843.0
1994,8516,11485911870.0
1994,8517,30819492308.0
1994,8518,8393087583.0
1994,8519,5448259992.0
1994,8520,2953087814.0
1994,8521,12053537119.0
1994,8522,8617600654.0
1994,8523,10173781721.0
1994,8524,12620832432.0
1994,8525,23899172684.0
1994,8526,2697626192.0
1994,8527,21990732798.0
1994,8528,18988260746.0
1994,8529,18340245611.0
1994,8530,657690766.0
1994,8531,5039320691.0
1994,8532,8044692683.0
1994,8533,4117638498.0
1994,8534,7762733670.0
1994,8535,3044162261.0
1994,8536,24537556367.0
1994,8537,6307368669.0
1994,8538,7137722857.0
1994,8539,6750848942.0
1994,8540,13370661562.0
1994,8541,16822159175.0
1994,8542,101815698462.0
1994,8543,8701564744.0
1994,8544,21980755476.0
1994,8545,1757855812.0
1994,8546,953327027.0
1994,8547,1375345634.0
1994,8548,5152535021.0
1994,8601,515154695.0
1994,8602,876229853.0
1994,8603,1035197083.0
1994,8604,417068727.0
1994,8605,1666621648.0
1994,8606,1835614442.0
1994,8607,2357373236.0
1994,8608,236386850.0
1994,8609,1409167844.0
1994,8701,13370810450.0
1994,8702,5260164815.0
1994,8703,205684871051.0
1994,8704,38171313194.0
1994,8705,2802064889.0
1994,8706,2372627984.0
