hs_product_code,proporcao_importacao_origem_brasil,dcr_bloco,import_value_bloco,hs_product_name_short_en,export_value,import_value,pci,density,cog,rca,rcd,import_value_total,import_value_standarized,import_value_total_standarized,export_value_standarized,eci_standarized,pci_standarized,rca_standarized,rcd_standarized,coi_standarized,cog_standarized,density_standarized,pgi,pei,pei_standarized,pgi_standirized,pei_inverted,import_total_2013,growth,growth_standarized,dcr_bloco_standarized,import_value_bloco_standarized
0207,0.6030520561751167,1.2821569036803158,503899834.0,Poultry,6395711629.0,48268260.0,0.9338964230052128,0.1715065805724229,0.0,16.107089329698873,0.1593136787174599,26049574005.0,0.7616405992145336,0.8744196092093512,0.915697261290673,0.0,0.6204753128722738,0.382688245165056,0.0052271837247806,0.0,0.2732592967432308,0.2589714575842275,0.385357505459153,5044.719945021236,0.0448011773337313,0.614642494540847,0.9551988226662688,22633535325.0,3416038680.0,0.8392511314727387,0.03125574181818478,0.027709164320163054
0209,0.08324385651513243,1.2281743745722287,14548461.0,Pig and poultry fat,5429528.0,4062941.0,1.6280954755438204,0.1391871817729894,0.6941936037112576,0.402246004832513,0.3944876461167739,885521595.0,0.6550992852281294,0.7511286622464344,0.6289081253852598,0.0,0.6906152647257788,0.0095569605757495,0.0129433920552777,0.0,0.6780640306887638,0.1780264584188721,0.3482412360765276,1868.4560961729896,0.0146910424983038,0.6517587639234723,0.9853089575016962,942802927.0,-57281332.0,,0.02993959674830009,0.0008000115682802224
0210,0.026739797155948784,0.7282205386105726,46853235.0,Preserved meat,349428261.0,19257616.0,1.5036669113201462,0.1806932064061569,0.0,4.921098483875912,0.355442849170053,4658271416.0,0.7220839864893644,0.8116596741713488,0.7977991233607584,0.0,0.6780433468127045,0.1169203513142804,0.0116623072872884,0.0,0.2732592967432308,0.2819796646693501,0.3404151862124667,2705.9424824788075,0.0226301902563363,0.6595848137875333,0.9773698097436636,4870475103.0,-212203687.0,,0.017750249801376572,0.002576432655753196
0301,0.018746429153015796,0.03567842097766444,1086927.0,Live Fish,5420812.0,394279.0,0.1404001377235128,0.1360475799461628,0.2063580413745313,0.2391866029648284,0.0228002380214754,1486812877.0,0.5546823168580038,0.77002249464859,0.6288429695640703,0.0,0.5403026433158021,0.0056828331601059,0.0007480903966717,0.0,0.3935927478000398,0.1701632221987577,0.3601009062972365,2627.0943409110187,0.0218827308867408,0.6398990937027635,0.9781172691132592,1604064656.0,-117251779.0,,0.0008654185630138549,5.9769495472828174e-05
0302,0.7842722248180186,0.00860609644933288,2690247.0,"Fish, excluding fillets",58871028.0,618381010.0,-1.179857020006082,0.1625778754203452,-0.1260033207017463,0.1790282406258071,2.464559445279485,21572918097.0,0.8714305637472044,0.8675446950357307,0.7255719216183311,0.0,0.4069075124253735,0.004253530966253,0.0808637721809604,0.0,0.1997830497132455,0.2366092213443844,0.3438816204762417,695.196099310714,0.0035688503934677,0.6561183795237582,0.9964311496065325,16947340138.0,4625577959.0,0.8508398933979722,0.00020536970930158958,0.00014793514733490803
0303,0.0419692110518733,0.8310377068311502,269831758.0,"Frozen fish, excluding fillets",117963745.0,162690838.0,-2.026180900630283,0.1772560426234197,-0.2873859345040847,0.391895172453373,0.7083496562382775,19747287854.0,0.8139488435542496,0.8643208458650531,0.7537591071634209,0.0,0.3213972887764417,0.0093110352072308,0.0232414054107013,0.0,0.1056760949754964,0.2733711747264701,0.3910321455907024,952.5618143811628,0.0060086087862088,0.6089678544092976,0.9939913912137912,21401264772.0,-1653976918.0,,0.020257029518608183,0.014837894392361462
0304,0.00598475963898491,0.24241378804249888,84270051.0,Fish fillets,16163578.0,201258588.0,-1.181497434960717,0.1740098456643773,-0.1874930068477588,0.0441946620323593,0.7211904455770295,23993660259.0,0.823107105279054,0.8714222032320501,0.6731504032467516,0.0,0.4067417694363603,0.001050020727683,0.0236627199242146,0.0,0.1639266028839195,0.2652409674855833,0.4302511501216626,1005.462537482966,0.0065100935435486,0.5697488498783374,0.9934899064564514,20028036489.0,3965623770.0,0.8449545860912148,0.0059058221644898165,0.004633962015608683
0305,0.0,0.050200583938573684,4181988.0,Preserved fish,1623196.0,114358990.0,-1.0220437201592492,0.1582517405486806,-0.1244850300737264,0.0194048008577025,1.7917267050065262,5487702920.0,0.7987735682793734,0.8176341331810086,0.5799392340916055,0.0,0.4228525316711092,0.0004610385548877,0.0587876995061729,0.0,0.2006684096912715,0.2257742740191189,0.3540881080094216,746.1838350837693,0.0040522005407285,0.6459118919905784,0.9959477994592716,5051183872.0,436519048.0,0.7605931856100057,0.0012194826185676984,0.0002299651336597782
0306,0.00023341200373606748,0.09665527048731329,40666289.0,Crustaceans,118524354.0,3490282.0,-2.547270465906441,0.1897355087991282,-0.438629960547206,0.2601280350113594,0.0100392971792492,29891606433.0,0.648559038178892,0.8794355821055233,0.7539513857158561,0.0,0.2687478406301538,0.006180380526802,0.0003293957634151,0.0,0.0174812493360044,0.3046264089418576,0.4331871701836841,2361.355133830809,0.0193635940212231,0.5668128298163159,0.9806364059787768,20044080966.0,9847525467.0,0.879728436209014,0.0023520917734989487,0.0022362160258069053
0307,0.01433757997451804,0.23028763032766825,33125395.0,Molluscs,1585689.0,15038749.0,-1.4364029302036132,0.1685373308138195,-0.205946693335023,0.01108628500765,0.1377980164318442,9383412165.0,0.7114389052877633,0.8371922755664004,0.5789911274052885,0.0,0.3809868233612413,0.0002633989834,0.0045212410798512,0.0,0.1531657148422337,0.2515348737318046,0.3795619209107562,2282.1576979787683,0.0186128234348974,0.6204380790892439,0.9813871765651024,9434393506.0,-50981341.0,,0.005610174980915611,0.0018215465679738796
0401,0.32052188052094244,0.12434155649883083,16629860.0,Milk,14854399.0,49780.0,1.206105861317477,0.1453401075173988,0.4450039447598427,0.1034309917719378,0.0004542696532268,9421785551.0,0.4655941227913017,0.8373410726290889,0.6697249116628803,0.0,0.647978601485924,0.0024574163541703,1.4904877956024984e-05,0.0,0.5327542020551904,0.193436663674746,0.3364764810704894,903.901240643632,0.0055473195148727,0.6635235189295106,0.9944526804851272,8638124423.0,783661128.0,0.7829642217235857,0.0030271095883278075,0.0009144665115355183
0402,0.025163923430817765,1.0909703008225444,339456048.0,"Milk, concentrated",43561341.0,222062899.0,-0.2537028035139383,0.1704078776701635,0.1719241390020308,0.1328554432016822,0.8876001078398362,21510509985.0,0.8273418691398894,0.8674390685981149,0.713357470671527,0.0,0.5004835723697464,0.0031565117308769,0.0291227274090023,0.0,0.3735133252670654,0.2562197199650265,0.3662088300975699,1166.5904696041555,0.0080375434006132,0.6337911699024301,0.9919624565993868,22025219014.0,-514709029.0,,0.026594431780720067,0.01866649436821437
0403,0.040694476012897905,0.24327277889211998,15574620.0,Fermented milk products,896188.0,8890123.0,0.7507345178912688,0.1464342320102017,0.2722938184166741,0.0130126357858495,0.169175375464433,4518171054.0,0.6888083472745067,0.8105463024271101,0.555849209222119,0.0,0.6019691406741005,0.0003091671407494,0.0055507523043872,0.0,0.4320418411658416,0.1961769345166119,0.3375838421289419,1025.8927118893837,0.0067037661524257,0.6624161578710581,0.9932962338475744,4463122075.0,55048979.0,0.6814304357589247,0.005926765173098049,0.0008564394661104371
0404,0.08983144283385072,0.5928008355345245,43223674.0,Whey,4422764.0,43314599.0,1.8642630791312969,0.1455657691958828,0.6545316322742155,0.0532694318897457,0.683725577379374,5446838765.0,0.7569790280631268,0.8173616212650245,0.6205907143177493,0.0,0.7144769860640717,0.0012656281338949,0.0224334736292926,0.0,0.6549359671204841,0.1940018407836983,0.3269848307363407,2111.8496425463154,0.0169983484552794,0.6730151692636592,0.9830016515447206,5537779686.0,-90940921.0,,0.014448589476942303,0.0023768451675797923
0405,0.031938644677166006,0.47697202598015254,59913563.0,Butter,2240782.0,20203845.0,1.1502370800224473,0.1515233258397645,0.503298534521745,0.0161343463229938,0.1906553624747909,9111230867.0,0.7241489030681738,0.8361190643052226,0.5930154423669476,0.0,0.6423337743778814,0.000383335843916,0.006255524420711,0.0,0.5667474940891029,0.208922737690203,0.3052124589136935,848.5614389561019,0.0050227129425372,0.6947875410863065,0.9949772870574628,7549659574.0,1561571293.0,0.809323828685266,0.011624573648777614,0.0032946126395696357
0406,0.03758823390742363,0.6212570241977426,293291726.0,Cheese,20405868.0,118467507.0,0.7468274370048812,0.1431271525228247,0.3182715005037429,0.0391779891189388,0.298091468808164,34169746008.0,0.8002930445763305,0.8843125203927051,0.6826023410090671,0.0,0.6015743800297912,0.0009308296240325,0.0097805718052208,0.0,0.4588527816083722,0.1878942449775296,0.3294663169373092,817.575058999288,0.0047289703181958,0.6705336830626907,0.9952710296818044,29396820406.0,4772925602.0,0.8520387656335633,0.01514237824593113,0.016127944645201526
0407,0.4849859287514341,0.533248472844377,32633920.0,"Eggs, in shell",62319940.0,34673735.0,0.7153351313852987,0.1679065993535639,0.0,1.0464901352693867,0.763083331840648,3906795750.0,0.7474002449791505,0.8052454549947143,0.7278808390263319,0.0,0.5983924845895198,0.0248635532622498,0.0250372523248482,0.0,0.2732592967432308,0.2499551860080079,0.3535863017744332,2181.702479740854,0.0176605347366009,0.6464136982255668,0.9823394652633992,3338393422.0,568402328.0,0.7706862401186028,0.012996646601170662,0.0017945206381851189
0408,0.42707240946750485,0.3414032905339266,5142601.0,Egg yolks,7656947.0,22826.0,1.0639391398496163,0.1475512946866056,0.4866938183620705,0.4576666191456063,0.0017880787365317,1097577568.0,0.4320280158609781,0.758955947649081,0.6428495140066376,0.0,0.6336144692352943,0.0108736986407916,5.86680073266109e-05,0.0,0.5570647950965982,0.1989746547950829,0.3319409972505916,2497.4337009563574,0.0206535825736061,0.6680590027494084,0.979346417426394,1092979297.0,4598271.0,0.5865187669605235,0.008319279774331825,0.00028278869435395537
0409,0.022302296830383296,0.15005045199848507,5202648.0,Honey,163026155.0,1281.0,-0.6740593260732617,0.1848983084639381,-0.0,4.226648723222074,4.352624761920081e-05,2530404490.0,0.3080348525359298,0.7894096648511901,0.7668801474538385,0.0,0.4580119121941831,0.1004209233406678,1.4281240317057906e-06,0.0,0.2732592967432308,0.2925114813244081,0.3566329806223929,1198.362775028458,0.0083387363889428,0.6433670193776071,0.9916612636110572,1859552650.0,670851840.0,0.7770219409167214,0.0036539167539628376,0.0002860906446180089
0410,0.005696203465633151,0.2878052982190733,4065866.0,"Edible animal products, n.e.c.",7083496.0,16502.0,-0.4291821288133751,0.1570700991242751,0.0027628452618541,0.5368075324805075,0.0016389690794719,865680970.0,0.4180620177187666,0.7503024738626849,0.6396924435545133,0.0,0.482753626783133,0.0127540071574303,5.377562408077063e-05,0.0,0.2748703931796981,0.2228148141385124,0.3992890545559475,7002.4781345056645,0.0633602032414542,0.6007109454440525,0.9366397967585458,279699649.0,585981321.0,0.771850715291542,0.007012510074830222,0.000223579651145041
0504,0.2438016951052728,0.6067378795066447,38568932.0,"Animal guts, except fish",110100303.0,125735874.0,-0.6076099301584825,0.1858958232638921,0.0,1.6983299633406848,2.541885548117787,4252998810.0,0.8028564047267225,0.8083411203957086,0.7509613674953227,0.0,0.464725775333456,0.0403506120863012,0.0834008910869517,0.0,0.2732592967432308,0.2950097900074001,0.3838140818169782,3619.22333199981,0.031287849326965,0.6161859181830218,0.968712150673035,3875225600.0,377773210.0,0.7550672631065075,0.014788387778647367,0.0021208835612380756
0505,0.1384782899621981,0.934860430565938,21931445.0,Feathers and down,3479773.0,921924.0,0.8266983977323384,0.1444754810304603,0.405154203572566,0.166550075702028,0.0578298772672659,1370676284.0,0.5912485709081501,0.7670572172535289,0.6108656067361062,0.0,0.609644320948654,0.0039570623157218,0.0018974352716668,0.0,0.5095166444158326,0.1912711781501572,0.3395996286523207,8066.054345039344,0.0734426222818417,0.6604003713476793,0.9265573777181584,1871041716.0,-500365432.0,,0.022788325629465467,0.0012059976453249206
0510,0.4245409696362225,0.38885796860144994,1891596.0,Animal products used in pharmaceuticals,20313408.0,25796944.0,-0.6372007532048548,0.2081335434219199,0.0,5.8764928229841065,9.780631776123276,226774073.0,0.73466942628672,0.7014626122821916,0.6824181646670915,0.0,0.4617360004321675,0.1396195600657836,0.3209087860490238,0.0,0.2732592967432308,0.3507048928402697,0.4294542022951899,2340.107308355,0.0191621702981064,0.5705457977048101,0.9808378297018936,189367760.0,37406313.0,0.6666583513574696,0.009476269667422611,0.00010401778459677594
0511,0.2590269506730489,2.7627869172685897,133817697.0,Animal products n.e.c.,188803924.0,51225000.0,0.0070263035254749,0.1791104225242438,0.0,3.5355512804136784,1.2571622191568548,3503343280.0,0.7642000308619172,0.8012713691173396,0.7728336226678021,0.0,0.5268269200704907,0.0840011430679681,0.0412482967205857,0.0,0.2732592967432308,0.2780155302869174,0.384212195774135,2169.4485208267333,0.0175443704716877,0.615787804225865,0.9824556295283124,2377918099.0,1125425181.0,0.7968017591283484,0.06735490065540138,0.0073585587946805925
0602,0.04921098636263274,0.2908918636543046,46110293.0,Other live plants,10119881.0,29557457.0,-0.4736917868301717,0.1488355026070877,0.0784005007275563,0.0573614463087068,0.2195710017110391,11574017414.0,0.7405275772253639,0.8448421948390993,0.6541599661449332,0.0,0.478256494067527,0.0013628502815548,0.0072042650437645,0.0,0.3189769375692843,0.2021909958445144,0.3817877892530508,948.025066329343,0.0059656016236885,0.6182122107469492,0.9940343983763116,8358174694.0,3215842720.0,0.8369422408452718,0.007087763456759072,0.0025355786991346067
0603,0.0708885555646493,0.01871546541022384,2614738.0,Cut flowers,1010090.0,2297661.0,-1.7975525510324366,0.1658434502072218,-0.0834742694423391,0.0063716873969511,0.0189951868985696,10400026115.0,0.6305605152364593,0.8409426837597376,0.5607014462435072,0.0,0.3444972647480271,0.0001513848851749,0.0006232442349251,0.0,0.2245829919598772,0.2447879609935502,0.4166236334531372,1103.1544431980883,0.0074361867755321,0.5833763665468628,0.992563813224468,8355645591.0,2044380524.0,0.8196235170735889,0.000451845677311185,0.00014378295051427722
0604,0.0019230745667721632,0.07510730827042625,1632282.0,Other parts of plants,2639905.0,138752.0,-0.312675095147908,0.1534921404161609,0.0064529159051833,0.1073814462729325,0.0073967924291927,1612827309.0,0.5097228856292602,0.7729886232594174,0.5996632119445218,0.0,0.4945251751625312,0.0025512751805321,0.0002426934919381,0.0,0.2770221820423831,0.2138536986660595,0.4031409845907345,1217.4186279370094,0.0085193807962671,0.5968590154092654,0.9914806192037328,1301194869.0,311632440.0,0.7477088351937207,0.00182673209312842,8.975825571485381e-05
0701,0.19774244756565715,0.17004063801197639,9767215.0,Potatoes,2120027.0,7417509.0,-0.211020145885964,0.1482058591143817,0.1182705559118324,0.0347763730295635,0.1594645695613332,3999317884.0,0.68101222114147,0.806098837927289,0.5907688289254024,0.0,0.5047961100202343,0.0008262516520194,0.0052321345499054,0.0,0.3422263408985286,0.2006140329712925,0.3402990825939285,1991.645580398184,0.0158588459796401,0.6597009174060715,0.98414115402036,4364582897.0,-365265013.0,,0.004141296378490154,0.0005370935791682784
0702,0.8408459628777799,0.005179398056846931,711757.0,Tomatoes,836606.0,80062.0,-0.854164431471414,0.1522951278213471,-0.0735635307236587,0.0055635135997903,0.000697778916815,9865080644.0,0.4860506385321658,0.8390173631417086,0.5530591164550365,0.0,0.4398145905830386,0.0001321834884549,2.289457268725468e-05,0.0,0.2303622355725679,0.2108557411827097,0.3668522321915921,1407.3595359203207,0.0103199699860521,0.6331477678084079,0.989680030013948,8304855427.0,1560225217.0,0.8092908587684841,0.00012182356446976986,3.91391112643754e-05
0703,0.02662128060574287,0.7608166190389477,73781537.0,"Onions, shallots, garlic",2522709.0,166824700.0,-2.188286905123232,0.1805448556234703,-0.3332750820698901,0.0239055965926364,2.071839037476271,6923032796.0,0.8150290307438887,0.8261053021524459,0.5978216047295308,0.0,0.3050185465284937,0.000567972935544,0.0679783643453982,0.0,0.0789167816196077,0.2816081152461921,0.3624166852932398,3439.299151690688,0.0295822160461449,0.6375833147067602,0.9704177839538553,5779781267.0,1143251529.0,0.7974025890323033,0.018544973043547595,0.004057204616041191
0704,0.2217942002841456,0.02254686385589834,1195162.0,"Cabbages, cauliflowers, broccoli",649156.0,2132.0,-0.6346972073787844,0.1514269830376969,0.0719459176572361,0.0119397239940895,5.139201448020683e-05,3566839824.0,0.3299650082986602,0.8019262655735655,0.5427710020517591,0.0,0.4619889517766868,0.0002836758354986,1.6862048747932696e-06,0.0,0.3152130800970437,0.2086814439680843,0.388839499802373,3584.060410636308,0.0309545142031067,0.611160500197627,0.9690454857968932,2463164318.0,1103675506.0,0.7960556717340533,0.0005452587918568483,6.572127635829846e-05
0705,0.3117012363114817,0.006303911228264672,273313.0,Lettuce,246501.0,386342.0,0.6748193866070581,0.1354105679443776,0.3411591924951074,0.0053012797368161,0.010889230456147,3050470172.0,0.5538068750619869,0.7962245624601408,0.503500872496411,0.0,0.5942988858188751,0.0001259530755734,0.0003572826180023,0.0,0.472199268838533,0.1685678046517665,0.3630343066079213,3885.2009364467713,0.0338092461359883,0.6369656933920786,0.9661907538640117,2462920488.0,587549684.0,0.7719529045181175,0.00014924025818596209,1.5029325903363415e-05
0706,0.15126127088041152,0.08867268742174972,2510008.0,Carrots & turnips,659312.0,216955.0,0.1208901888198039,0.1463741281787274,0.1384302388687268,0.0218434939540422,0.0094202845029459,1980148187.0,0.5289660030219518,0.7804695054585441,0.5434005771802247,0.0,0.5383314120504089,0.0005189794505039,0.0003090855614722,0.0,0.3539820457223177,0.19602640249036,0.3626066430056113,2464.564888133911,0.0203419949873534,0.6373933569943886,0.9796580050126464,1786559179.0,193589008.0,0.7295072514058824,0.0021574688553016507,0.00013802390757867132
0707,0.4077105174163003,0.0007213204322808816,29570.0,Cucumbers,83252.0,0.0,-0.2618173500664362,0.1463859043140366,0.0098666528941554,0.0018112650857664,0.0,3015376034.0,-inf,0.7958026818482464,0.4594781754905858,0.0,0.4996637010339618,4.303383702744125e-05,0.0,0.0,0.2790128326133377,0.1960558962092467,0.3580871840237704,1639.1811419857188,0.012517577032748,0.6419128159762295,0.987482422967252,2353890437.0,661485597.0,0.7764844004326814,1.313141936875714e-05,1.626037425817492e-06
0708,0.00021091685685361964,0.3685863129533427,8614769.0,Legumes,165787.0,0.0,-2.22885705636566,0.1783667235768829,-0.2658176668595946,0.0067304352852293,0.0,1615980586.0,-inf,0.7730598366381861,0.4874140564488396,0.0,0.3009194506792164,0.0001599083742431,0.0,0.0,0.1182531870126702,0.2761529117695685,0.4207490036492989,678.7923391702479,0.0034133471188212,0.5792509963507011,0.9965866528811788,1468875456.0,147105130.0,0.7190092315623003,0.008982027547231554,0.000473721231274005
0709,0.35059026767027335,0.02742150048877653,6296889.0,Other vegetables,8086033.0,3897972.0,-0.8952418758020114,0.1549212418627625,-0.1634091785194568,0.0330024293451656,0.0208503017720847,16073794747.0,0.6533148622750429,0.8568165232540564,0.6450607965255708,0.0,0.4356642392434955,0.0007841045339581,0.0006841117407946,0.0,0.1779705924377087,0.2174329303256656,0.3787663638627752,1527.826481398111,0.0114619645256,0.6212336361372248,0.9885380354744,12150137052.0,3923657695.0,0.8445478452037267,0.0006641070392036142,0.00034626233277708764
0710,0.0022274196395758224,0.9363212398140888,90066100.0,Frozen vegetables,662327.0,20608497.0,-0.1665447832318045,0.1524537739013929,0.0443228623709777,0.0062371204489243,0.2543438378497966,6966540198.0,0.7250025938004675,0.8263337132567841,0.5435856124336046,0.0,0.5092897776272732,0.0001481877098105,0.0083451840445198,0.0,0.2991052630757742,0.2112530755173174,0.3798455905420151,2245.546405089377,0.0182657581349543,0.6201544094579848,0.9817342418650457,5979836755.0,986703443.0,0.7917725159798724,0.02282394153931189,0.004952683442591167
0711,0.00043391559049367386,0.6141492822801063,5454978.0,"Vegetables, provisionally preserved",415955.0,13960675.0,-0.2501987108277811,0.1459532231687516,-0.0007806838179447,0.0432723893441644,1.9034180053625973,630614993.0,0.7082366529525675,0.7387513192631937,0.5247199329996342,0.0,0.5008376162011209,0.00102810845605,0.0624523625289649,0.0,0.2728040570182763,0.1949722320247329,0.3448918337686766,3385.4928771273967,0.0290721469022731,0.6551081662313234,0.9709278530977268,761227370.0,-130612377.0,,0.014969084781592343,0.00029996612732536524
0712,0.009137378432118197,0.7397026935391584,36241686.0,"Vegetables, dried",693653.0,55787593.0,-0.798045425417553,0.1577604509734201,-0.0592280849639256,0.0138285826466519,1.457592932480338,3290738848.0,0.767873161451153,0.7989887950651019,0.5454597790363239,0.0,0.4454846997084979,0.0003285532176449,0.0478245566567382,0.0,0.2387216561660961,0.2245438230906783,0.3649331723397628,6517.555428440307,0.058763265216396,0.6350668276602371,0.941236734783604,3093496908.0,197241940.0,0.7302219420920837,0.018030195588478393,0.0019929096317458854
0713,0.028639081558994556,1.560804140991084,260338202.0,"Legumes, dried",186638528.0,80427567.0,-2.283061923507331,0.2181931407793982,-0.0,1.065902155497587,0.6019829631119001,11487162877.0,0.7836208344675273,0.8445675606705638,0.7723658034878905,0.0,0.2954427408542184,0.0253247633421207,0.0197514461577046,0.0,0.2732592967432308,0.3758994858696164,0.3851935161310835,1239.8986075242665,0.0087324850120001,0.6148064838689165,0.991267514988,8800735855.0,2686427022.0,0.8300652350894153,0.038049424768630595,0.014315849165439102
0714,0.7323647334897754,0.015813469449153017,745750.0,Tubers,6570486.0,13050.0,-2.0389345275256314,0.1574363854769963,-0.2463734854392352,0.1283459886424527,0.0003340862074313,3358489644.0,0.4079586272423867,0.7997318137107052,0.6366434939573659,0.0,0.3201086975962519,0.0030493716252626,1.0961582208242877e-05,0.0,0.1295916618193772,0.2237321903774483,0.3753650088409399,1005.084827792548,0.0065065129563404,0.6246349911590601,0.9934934870436596,2672837859.0,685651785.0,0.777856215878368,0.0003810922735693723,4.100836693619867e-05
0801,0.4793518026225145,0.3920667193641761,54954434.0,Cashew nuts & coconuts,136716580.0,15510367.0,-3.4304544145115816,0.1771356736581679,-0.3718675707197154,0.9037082404625544,0.1343669192739437,9924799966.0,0.7127682034101452,0.839237409684483,0.7597423623698272,0.0,0.1795133776812033,0.0214711990232862,0.0044086645869454,0.0,0.0564123649602365,0.2730697066870334,0.4057095861749884,896.1004224762105,0.0054733698375079,0.5942904138250116,0.994526630162492,4704170439.0,5220629527.0,0.8554665580632551,0.009554502043093539,0.0030219129657969987
