hs_product_code,no_sh4,dcr,eci,rca,distancia,pci,cog,proporcao_importacao_origem_brasil,dcr_bloco,import_value_total,import_value_total_2013,export_value,import_value,dcr_bloco_normalized,export_value_normalized,import_value_normalized,pci_normalized,distancia_normalized,cog_normalized,rca_normalized,rcd_normalized,import_value_total_normalized,pci_mean,pci_gt_mean
020220,"Outras peças de bovino, não desossadas, congeladas",0.0013129989106553973,0.4420739166,0.9334798414,0.1408661874,-1.1997920365,0.0868999482,0.108,0.07538419368115436,1283017154.0,895376705.0,35774277.0,15564.0,0.002950466849206653,0.0008264568615296841,1.5365282129174179e-06,-0.3747979975564027,0.5739605382147923,0.13894562994939438,0.01819613069183828,2.170927279672579e-05,0.0022948942241819556,-4.462745007425016e-12,0
020230,"Carnes de bovino, desossadas, congeladas",0.08309208263212073,0.4420739166,17.6693072512,0.1987545163,-1.2702530978,0.1932939809,0.227,0.20537173201594813,9796411263.0,9060542979.0,7011366893.0,7520575.0,0.008038057548776168,0.1619765027654343,0.0007424553883873947,-0.3968090327004411,0.809827051144913,0.30906064385406284,0.34442417470406983,0.0013738539114311753,0.017522546409515703,-4.462745007425016e-12,0
020311,"Carcaças e meias-carcaças de suíno, frescas ou refrigeradas ",0.0,0.4420739166,0.0144611664,0.102661133,0.4199711854,0.1317187724,0.0,0.05663196575555,1036344933.0,1944374067.0,486923.0,0.0,0.0022165221833357414,1.1248888534815626e-05,0.0,0.13119303556846765,0.41829370296722024,0.21060711987028438,0.0002818885444555252,0.0,0.0018536790358470417,-4.462745007425016e-12,1
020312,"Pernas, pás e pedaços de suíno, não desossados, frescos ou refrigerados ",0.0,0.4420739166,0.0269607825,0.098450793,1.0744002905,0.2394465907,0.0,0.12875342620354538,2440283523.0,2023560525.0,1470712.0,0.0,0.00503928870476603,3.3976368655446056e-05,0.0,0.3356273964178936,0.4011386350472996,0.3828547435664214,0.0005255409920673477,0.0,0.004364861798487765,-4.462745007425016e-12,1
020319,"Outras carnes de suíno, frescas ou refrigeradas",0.0006389027769040907,0.4420739166,0.0281488286,0.098876405,0.955883094,0.2145928068,0.0,0.012358916832412574,6950582102.0,3861059507.0,3985193.0,41028.0,0.000483716448044351,9.206587457714566e-05,4.050416314544835e-06,0.29860430693833717,0.402872794941164,0.3431156558898235,0.0005486993305174925,1.056369092299789e-05,0.012432297316410061,-4.462745007425016e-12,1
020322,"Pernas, pás e pedaços de suínos, não desossados, congelados ",2.730478197055322e-06,0.4420739166,1.4051380862,0.1372982924,0.6032325812,0.1510699396,0.005,1.5558925447943237,1268489486.0,477373858.0,51843843.0,32.0,0.0608961792940296,0.0011976957570775696,3.1591430746181813e-09,0.18844129367126372,0.5594231181831214,0.24154799121202428,0.027390067918583682,4.5146035967232746e-08,0.0022689090210378723,-4.462745007425016e-12,1
020329,"Outras carnes de suíno, congeladas",0.25489574129696174,0.4420739166,9.8022019931,0.1340283955,0.4435969304,0.1402441706,0.285,3.010872349198858,7973748321.0,4700329804.0,2437578261.0,18778007.0,0.11784272829232381,0.056312899889466535,0.001853825336536929,0.1385733828681625,0.5460998940704279,0.22423850686193317,0.19107230882109255,0.004214475075060976,0.01426240398259201,-4.462745007425016e-12,1
020410,"Carcaças e meias-carcaças de cordeiro, frescas ou refrigeradas ",0.0,0.4420739166,0.0127168257,0.1175044987,-1.2059691299,0.0301012484,0.0,0.00014189740607763917,859623199.0,591244112.0,213569.0,0.0,5.553731786152309e-06,4.933868138272455e-06,0.0,-0.37672763383219643,0.4787731290334572,0.04812933733372697,0.00024788646970189175,0.0,0.0015375821813508781,-4.462745007425016e-12,0
020422,"Outras carnes de ovino, não desossadas, frescas ou refrigeradas",0.0,0.4420739166,0.0011705587,0.0988996018,-1.1311463082,0.233603839,0.0,0.000575322391328573,707611220.0,842576700.0,24738.0,0.0,2.2517580414813272e-05,5.714969401204482e-07,0.0,-0.353354046667468,0.40296731050986506,0.3735126802808832,2.2817460156101362e-05,0.0,0.0012656829230081727,-4.462745007425016e-12,0
020423,"Carnes de ovino, desossadas, frescas ou refrigeradas",0.0,0.4420739166,0.0149666067,0.1023317648,-0.3327156133,0.3014837033,0.0,0.0,345065111.0,322233790.0,137711.0,0.0,0.0,3.1813976522324776e-06,0.0,-0.10393563369895764,0.4169516892957205,0.48204681294038815,0.0002917409883411141,0.0,0.0006172075936255216,-4.462745007425016e-12,0
020442,"Outras carnes de ovino, não desossadas, congeladas",0.14530569722004424,0.4420739166,0.0154359541,0.1450875725,-2.0755960338,-0.087622266,0.0,0.0018237715543699257,2482093624.0,1811369938.0,880143.0,3332155.0,7.138071323617235e-05,2.03330516358813e-05,0.0003289610747438858,-0.648386731648599,0.5911606094932736,-0.14010055470854013,0.00030088988074511723,0.002402500865970854,0.004439646269605884,-4.462745007425016e-12,0
020443,"Carnes de ovino, desossadas, congeladas",0.12333705267714785,0.4420739166,0.0630840267,0.1153934724,-0.621814287,0.1512290603,0.0,0.0018775575712004966,549486412.0,570640080.0,878781.9999999999,626145.0,7.348584763982045e-05,2.030160983236024e-05,6.181505126427503e-05,-0.1942459547401424,0.47017173352686187,0.2418024116847339,0.0012296839669071568,0.002039268807295362,0.0009828498311451777,-4.462745007425016e-12,0
020610,"Miudezas comestíveis de bovino, frescas ou refrigeradas",0.0,0.4420739166,0.0537277931,0.1185393122,-0.4809563357,0.1172931487,0.0,0.08247442583346232,776711190.0,254198682.0,790400.0,0.0,0.00322797190559878,1.825981006836455e-05,0.0,-0.1502439306550815,0.4829894858780234,0.18754177387265106,0.0010473048283136143,0.0,0.00138927996265005,-4.462745007425016e-12,0
020629,"Outras miudezas comestíveis de bovino, congeladas",0.004684806354196318,0.4420739166,8.6318352089,0.1677849923,-1.0311818613,0.0782393597,0.504,0.10195252463576329,1230278897.0,752468261.0,309314672.0,53250.0,0.003990326478824492,0.007145783352832082,5.257011522606817e-06,-0.32212657275103035,0.6836414491109651,0.1250980851603518,0.16825858964023643,7.745911921001956e-05,0.0022005628888561585,-4.462745007425016e-12,0
020649,"Outras miudezas comestíveis de suíno, congeladas",0.018281553168041823,0.4420739166,2.0838945694,0.1355730767,0.6714585516,0.1626059883,0.18,0.1377630710622233,1858060031.0,1679189611.0,114619303.0,313832.0,0.005391917779649931,0.0026479335816653933,3.0982505918549156e-05,0.20975411815196066,0.5523937114107436,0.25999315242270027,0.040620928541900976,0.0003022692720093423,0.0033234561362109776,-4.462745007425016e-12,1
020711,"Carnes de galos e galinhas da espécie doméstica, não cortadas em pedaços, frescas ou refrigeradas",1.0559769524334969e-05,0.4420739166,0.0745470417,0.100528388,-0.0268482911,0.0487992292,0.0,0.0014161085451423565,420247389.0,384053154.0,1237991.0,40.99999999999999,5.5425164259139756e-05,2.8600051273209383e-05,4.047652064354544e-09,-0.008387024947628403,0.40960381442357024,0.07802581914817393,0.0014531301623275934,1.7459642610054347e-07,0.0007516838747922519,-4.462745007425016e-12,0
020712,"Carnes de galos e galinhas da espécie doméstica não cortadas em pedaços, congeladas",1.222190538217207,0.4420739166,38.5945706079,0.1658698292,-1.2861664363,0.0785029483,0.7,0.44351351632038544,905339969.0,1782199407.0,2072737300.0,10222921.0,0.017358704300972142,0.04788434896206319,0.0010092396899849616,-0.40178013371027615,0.6758380999614367,0.12551954092451623,0.7523160325813639,0.02020783687511995,0.001619354393900154,-4.462745007425016e-12,0
020713,"Pedaços e miudezas comestíveis, de galos e galinhas da espécie doméstica, frescos ou refrigerados",0.0,0.4420739166,0.0615446237,0.1017445178,0.5795165462,0.1476802415,0.0,0.00015546859231661508,2912588255.0,1754116931.0,4957056.0,0.0,6.084895325181023e-06,0.00011451784040770103,0.0,0.1810327410575062,0.4145589461512786,0.23612815210281332,0.001199676700619116,0.0,0.0052096590781978746,-4.462745007425016e-12,1
020714,"Pedaços e miudezas comestíveis de galos e galinhas da espécie doméstica, congelados",0.5727665089514129,0.4420739166,25.5595738635,0.146836188,-0.6018720124,0.0816926724,0.025,1.5110738475420022,4829716569.0,4870516017.0,5431970417.0,25557811.0,0.059142017393367635,0.12548930682109688,0.002523149425720324,-0.18801627129549825,0.598285358959665,0.1306196386071897,0.49822752010415283,0.009470186373153782,0.008638768877001305,-4.462745007425016e-12,0
020726,"Carnes de peruas e de perus, da espécie doméstica, em pedaços e miudezas comestíveis, frescas ou refrigeradas",3.268694570039447e-06,0.4420739166,0.0056003182,0.0953216378,1.15998697,0.206919418,0.0,0.001628088221389584,827830214.9999999,810157998.0,108653.0,25.0,6.37218505660646e-05,2.5101001307667174e-06,2.468080527045454e-09,0.36236345993409913,0.3883888642477981,0.33084655950084974,0.00010916585164843873,5.4044966476584306e-08,0.001480715026361063,-4.462745007425016e-12,1
020727,"Carnes de peruas e de perus, da espécie doméstica, em pedaços e miudezas comestíveis, congeladas",0.010615927474136986,0.4420739166,6.4521806051,0.1203056523,-0.3477919765,0.0416862881,0.283,0.40137992180940646,549936446.0,581084829.0,99447103.0,53938.0,0.01570963481077692,0.0022974256232655443,5.324933098711108e-06,-0.10864527550844721,0.49018645438535996,0.06665283098875821,0.12577103042917814,0.0001755249480071978,0.000983654793435873,-4.462745007425016e-12,0
020890,"Carnes e miudezas comestíveis de outros animais, frescas, refrigeradas ou congeladas",0.0,0.4420739166,0.0191026743,0.1051513786,0.3428866238,0.1085174875,0.0,0.03184370527728,262880811.0,399755440.0,149773.0,0.0,0.0012463328476246542,3.460053812460986e-06,0.0,0.1071129129711602,0.42844023089733596,0.1735102376184504,0.00037236450398876324,0.0,0.00047020700614277855,-4.462745007425016e-12,1
020910,"Toucinhos ou gorduras, de porco",0.896099771683354,0.4420739166,0.3334966346,0.104857746,0.4699838055,0.1681452976,0.279,0.5724162188188849,456107257.0,450175977.0,4246952.0,3776137.0,0.022403835540334975,9.811302744111964e-05,0.00037279240788623357,0.14681626800857486,0.42724382224708374,0.26885003710578037,0.006500781355244632,0.014816215183946435,0.0008158253429686995,-4.462745007425016e-12,1
021012,"Barrigas e peitos, entremeados, e seus pedaços, de suíno, salgados ou em salmoura, secos ou defumados ",0.02757441233228502,0.4420739166,0.0629659187,0.0970095772,0.9786961136,0.2344774397,0.117,0.32061062707228677,463589881.0,285387348.0,623136.0,118104.0,0.012548400141827369,1.4395679411387161e-05,1.1659607302647052e-05,0.30573077036214646,0.39526638840302314,0.37490949353681713,0.0012273817119376992,0.0004559184586315974,0.0008292092876383319,-4.462745007425016e-12,1
021019,"Outras carnes de suíno, salgadas ou em salmoura, secas, defumadas",0.46461748243830836,0.4420739166,0.0204529904,0.0960430937,0.7077478764,0.1950524229,0.019,0.6741097446078034,1421017041.0,1462063811.0,718607.0,6099851.0,0.026384025046482802,1.660124915713214e-05,0.0006021969388391496,0.22109038798368152,0.3913284427535073,0.3118722431297857,0.0003986859381978227,0.007682038111780612,0.0025417304746769057,-4.462745007425016e-12,1
021099,"Carnes de outros animais, comestíveis, salgadas, secas ou defumadas; miudezas, farinhas e pós",0.005921560505314366,0.4420739166,25.3476754772,0.1573596072,-0.7847847913,0.1421928176,0.0,0.8251009468013668,694965060.0,424459529.0,360707837.0,38021.0,0.03229367950903811,0.008333067552872721,3.7535555887518084e-06,-0.24515562642839678,0.6411631244431644,0.2273542277636402,0.49409702841113273,9.790775251140041e-05,0.0012430631166777573,-4.462745007425016e-12,0
030192,Enguias vivas,0.0,0.4420739166,0.0,0.0797562061,-0.7730772166,0.1170006488,0.0,0.0,198590406.0,324983334.0,0.0,0.0,0.0,0.0,0.0,-0.24149834631625125,0.32496737381795504,0.18707409139748896,0.0,0.0,0.0003552126908720579,-4.462745007425016e-12,0
030199,Outros peixes vivos,0.0018670196849759947,0.4420739166,0.0009879292,0.0940860215,-0.5528589133,0.1238557584,0.0,0.02086990486488157,190035903.0,310136944.0,13591.0,3278.0,0.0008168285610425436,3.1397909746855085e-07,3.2361471870619994e-07,-0.17270527502459285,0.38335433460186435,0.1980348289062386,1.925750084814123e-05,3.0869515068957e-05,0.0003399115084488592,-4.462745007425016e-12,0
030211,"Trutas frescas ou refrigeradas, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",0.0,0.4420739166,0.0001264761,0.1056025192,-0.6243143462,0.0209674161,0.0,0.0,394439534.0,360719114.0,1456.0,0.0,0.0,3.363649223119785e-08,0.0,-0.19502693773838425,0.43027840729981975,0.03352511593816548,2.465372622875804e-06,0.0,0.0007055221401705608,-4.462745007425016e-12,0
030214,"Salmão-do-atlântico e salmão-do-danúbio, fresco ou refrigerado",9.153086429374067,0.4420739166,9.29013e-05,0.1056916318,0.6058787448,0.2337888772,0.0,0.0003009887165335306,7232952666.0,6085879972.0,19636.0,611656478.0,1.178041691171461e-05,4.536306053927205e-07,0.06038469770372025,0.18926791760967546,0.4306414973841172,0.37380854063288854,1.8109059470490627e-06,0.15133816838286923,0.012937365058008318,-4.462745007425016e-12,1
030251,"Bacalhau-do-atlântico,da-groelândia.e do-pacífico, frescos ou refrigerados",0.0,0.4420739166,0.0,0.0970739681,0.0188565429,0.1524797272,0.0,0.0,314422897.0,276669092.0,0.0,0.0,0.0,0.0,0.0,0.005890516276781773,0.3955287496999552,0.24380212174068716,0.0,0.0,0.0005623987863500209,-4.462745007425016e-12,1
030284,"Robalos (Dicentrarchus spp.), frescos ou refrigerados",0.014677912130395635,0.4420739166,2.78623e-05,0.1008996739,-0.4429872751,0.0373563787,0.0,1.0186084995171702e-05,463206545.0,321461122.0,365.0,62815.0,3.9867384174155704e-07,8.43222504422199e-09,6.201299132254408e-06,-0.1383829352083279,0.41111662213796124,0.059729673936671446,5.431140874074431e-07,0.0002426862626763898,0.000828523626055727,-4.462745007425016e-12,0
030285,"Pargos ou sargos (Sparidae), frescos ou refrigerados",0.00789059726063621,0.4420739166,0.0071007529,0.1035052521,-0.966154443,-0.0008062506,0.0,0.0,574092596.0,382772319.0,113405.0,41851.99999999999,0.0,2.6198807702465607e-06,4.131764248716253e-06,-0.3018129305333338,0.42173307377646657,-0.0012891261713557293,0.00013841351687367,0.00013046402938349957,0.0010268621729636086,-4.462745007425016e-12,0
030289,"Outros peixes, exceto fígados, ovas e sêmen",0.0016847083291293232,0.4420739166,1.0019507557,0.1201100595,-1.4487045515,-0.0196261692,0.665,0.01223092284341234,921683282.0,652840656.0,29163168.0,14346.0,0.0004787068830015757,0.0006737271111738447,1.4162833296397634e-06,-0.4525547331827506,0.4893895097755072,-0.03138057616226982,0.019530820151574115,2.785515844923921e-05,0.001648587186689219,-4.462745007425016e-12,0
030312,"Outros salmões-do-pacífico, congelados",0.8808964871364277,0.4420739166,0.0001870435,0.1202037914,-0.3306154813,0.2626046173,0.0,0.11346800784816484,956683429.0,580014170.0,3301.0,7786056.0,0.0044410317236731915,7.625965718075832e-08,0.0007686645278434168,-0.10327958227982979,0.4897714212388957,0.4198824594738727,3.646000502757995e-06,0.014564842354192356,0.0017111908977506063,-4.462745007425016e-12,0
030313,"Salmão-do-atlântico e salmão-do-danúbio, congelados",3.2922700298600915,0.4420739166,0.0071306628,0.0997145462,-0.6131917656,0.1415817513,0.0,0.5583875622406432,576244146.0,280534438.0,103194.0,17527758.0,0.02185476704000618,2.383986386886148e-06,0.001730396728102607,-0.19155240147733305,0.4062878087434897,0.22637718469568652,0.00013899654440703758,0.054434765801169537,0.001030710585786964,-4.462745007425016e-12,0
030331,"Linguados-gigantes, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",0.0,0.4420739166,6.22924e-05,0.0978795112,0.1055236412,0.0819330121,0.0,0.020272993198894185,414654627.0,252797979.0,886.0,0.0,0.0007934659966056333,2.0468359970358033e-08,0.0,0.03296408728632223,0.398810942252795,0.13100392135660505,1.2142529503457866e-06,0.0,0.0007416802694850198,-4.462745007425016e-12,1
030341,"Atuns-brancos ou germões, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",0.0,0.4420739166,0.007215132,0.116409254,-1.1033194337,0.0592807368,0.0,0.1482488587594329,227882772.0,229356489.0,45964.0,0.0,0.005802321704898391,1.061859703924985e-06,0.0,-0.3446613261596058,0.4743105447249612,0.09478485878476331,0.00014064308516182223,0.0,0.0004076070655976385,-4.462745007425016e-12,0
030342,"Albacoras e atuns-de-barbatana-amarela, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",0.0030739100409976,0.4420739166,0.1238893788,0.118058256,-1.8070485366,-0.0279452369,0.0,3.812008950654895,646060493.0,744346857.0,2048100.0,18348.0,0.1491984657335142,4.73151783919755e-05,1.8113736604091996e-06,-0.5644963063604297,0.48102941809625305,-0.04468205822423679,0.002414950198168745,5.082437699761783e-05,0.0011555889874390929,-4.462745007425016e-12,0
030343,"Bonitos-listrados ou do-ventre-raiado, congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",0.04594221332699939,0.4420739166,0.0854476986,0.1177452975,-1.868626286,0.0809262497,0.0,8.089720121985717,938169495.0,1155948751.0,1816391.0,398215.0,0.31662408090790317,4.196224021999842e-05,3.931306748309622e-05,-0.583732320992162,0.4797542658939092,0.12939419386222936,0.0016656144268852625,0.0007596137619819897,0.0016780755804136364,-4.462745007425016e-12,0
030344,"Albacoras-bandolim (patudos), congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",0.0,0.4420739166,0.0728173107,0.116456243,-2.0028977684,-0.0591092925,0.0,5.77344689204035,303282511.0,460858327.0,435427.9999999999,0.0,0.22596731262615777,1.0059251743987648e-05,0.0,-0.6256768257075421,0.47450200182497904,-0.09451073392326273,0.0014194128714533525,0.0,0.0005424723127196009,-4.462745007425016e-12,0
030351,"Arenques (Clupea arengus, Clupea pallasii) congelados, exceto fígado, ovas, sêmen, ou filés e outras carnes da posição 0304",0.007743222369380699,0.4420739166,0.0,0.1087004785,-0.8323430836,0.1594302352,0.0,0.021693241887914827,492524854.0,508349207.0,0.0,35235.0,0.0008490532022247363,0.0,3.4785126948178627e-06,-0.26001216171032776,0.4429010701262542,0.2549153931813749,0.0,0.00012802731622883545,0.000880964404245729,-4.462745007425016e-12,0
030353,"Sardinhas, congeladas",13.017269740902787,0.4420739166,0.0202238092,0.1102383263,-1.700673401,0.0598936533,0.0,0.07979251490741779,388546439.0,258420114.0,188679.0,46729080.0,0.0031230044197981368,4.358859696215783e-06,0.004613245295789967,-0.5312662243130641,0.44916704471726115,0.09576486016523454,0.0003942185561694567,0.215229013200599,0.0006949813382522915,-4.462745007425016e-12,0
030354,"Cavalinhas, congeladas",0.1281388396518539,0.4420739166,0.0056708495,0.1085952947,-1.0328446565,0.094642279,0.0,0.05573926799497503,1306948271.0,847712601.0,198704.0,1547261.0,0.002181582827745129,4.590457110101606e-06,0.00015275058977427504,-0.3226460063631457,0.44247249779407305,0.15132495873572155,0.00011054070378315699,0.002118662097342818,0.002337699093945624,-4.462745007425016e-12,0
030355,"Chicharros (trachurus spp.), congelados",0.009175842157886221,0.4420739166,0.0052706233,0.1117332304,-1.4810233106,0.1111703579,0.0,0.010422372123929729,658916835.0,421031453.0,78831.0,55860.0,0.00040792189900994787,1.821152691674147e-06,5.514679129630363e-06,-0.46265065466387945,0.4552580448192168,0.1777519518718785,0.00010273917672438765,0.00015171441417709613,0.0011785847399962,-4.462745007425016e-12,0
030363,"Bacalhau-do-atlântico e bacalhau-do-pacífico, congelado",7.488857926605709,0.4420739166,0.0009361638,0.0948924774,0.705306773,0.1706635134,0.0,0.0004098126078207474,553134569.0,672346139.0,18169.0,38271086.0,1.6039682255888087e-05,4.1973999131087485e-07,0.003778244884219276,0.22032782194030529,0.38664024636645355,0.2728764501005757,1.8248448545198497e-05,0.12382162570375115,0.0009893751799311293,-4.462745007425016e-12,1
030366,"Merluzas e abroteas (Merluccius, Urophycis), congeladas",0.1008712403836804,0.4420739166,0.0433216803,0.130243293,-1.3576709183,0.0427988641,0.0,0.026393929269551482,311582782.0,321237860.0,341381.0,290379.0,0.0010330337107470448,7.886579226908347e-06,2.8667150214517276e-05,-0.4241171186665085,0.5306774601407782,0.06843174543449292,0.0008444606102544121,0.0016678165206857162,0.0005573187580049653,-4.462745007425016e-12,0
030367,Merluza-do-alasca (Theragra chalcogramma),0.05490309938874268,0.4420739166,0.0,0.0925360554,-0.5188229251,0.5253398737,0.0,0.026495827402525495,466098444.0,914720324.9999999,0.0,236428.0,0.0010370219083870899,0.0,2.3340933713932103e-05,-0.16207291555384107,0.37703898388931506,0.8399737997632293,0.0,0.0009077740677035375,0.0008336962788852911,-4.462745007425016e-12,0
030389,"Outros peixes, exceto fígados, ovas e sêmen",0.25402081474390914,0.4420739166,1.4094395689,0.1248626736,-1.7653931668,-0.0639949905,0.312,0.3403412753403353,2393055294.0,1870893721.0,100293340.0,5616250.0,0.013320639264984393,0.0023169753789497836,0.0005544542904007613,-0.5514837602578107,0.5087540783573017,-0.10232254970007001,0.02747391583677814,0.004200008940273525,0.0042803860846498485,-4.462745007425016e-12,0
030390,"Fígados, ovas e sêmen de peixes, congelados",0.0520533554393521,0.4420739166,0.5432224883,0.1091180259,-1.0922307533,0.212067071,0.0,0.013499293207365513,1067472060.0,219782902.0,10019054.0,513369.0,0.000528349712998384,0.00023146004947455478,5.068144128355191e-05,-0.3411973798397196,0.44460237073541786,0.33907721905429106,0.010588924316809988,0.0008606560782702806,0.0019093551924323014,-4.462745007425016e-12,0
030441,Filés de salmões-do-pacifico e salmão-do-danúbio,0.18475708737390514,0.4420739166,8.01164e-05,0.0971882914,0.3372030252,0.1744071411,0.0,0.00015865256684220513,3963572320.0,861984685.0,6388.0,6765693.0,6.209513110790109e-06,1.475754892670961e-07,0.0006679310058107095,0.10533743746424774,0.3959945610064838,0.27886219255321043,1.5616925190084694e-06,0.0030547946219745942,0.0070895226894959135,-4.462745007425016e-12,1
030444,"Filés de peixes das famílias bregmacerotidae, etc",0.01572923512302954,0.4420739166,0.0,0.1018168239,-0.1753843604,0.1541383155,0.0,0.017090419537045456,433712090.0,302371235.0,0.0,63028.0,0.0006689030394934401,0.0,6.222327178344835e-06,-0.05478758408197723,0.41485355800127754,0.24645406343850967,0.0,0.0002600689561876639,0.0007757677808093316,-4.462745007425016e-12,0
