0191,0192,0280,0580,0680,0791,0792,1091,1092,1093,1100,1200,1300,1400,1500,1600,1700,1800,1991,1992,2091,2092,2093,2100,2200,2300,2491,2492,2500,2600,2700,2800,2991,2992,3000,3180,3300,3500,3680,4180,4580,4900,5000,5100,5280,5500,5600,5800,5980,6100,6280,6480,6800,6980,7180,7380,7700,7880,8000,8400,8591,8592,8691,8692,9080,9480,9700,total
5087.531814354858,3858.443803876418,3183.179780611992,36449.25322166106,350092.0845279007,141492.4438180252,84108.3974573436,40571.54510923599,49871.97307776721,27311.93465898248,54338.35845896148,108356.1227590398,17873.792534038217,11421.940693336619,24214.083382857538,18018.402567502315,73224.29495143161,32920.91940330833,407601.5150180569,88376.76930962426,131775.8038834757,107226.71536655362,47006.19208515205,134287.2560147368,54131.96744303356,34354.90584894028,112400.277924274,64811.22942884802,34825.014428205395,85370.08576669476,70894.32452504731,75925.95057160729,133888.3215860128,72149.20598275095,98796.0779446444,23344.698270240635,25446.491082907953,132862.5636168542,38809.83850315972,14247.959108579425,22197.189285396682,21757.14920671018,98523.74839537869,134566.38034325058,55294.33100693356,26550.123039893664,10658.372950093928,47475.681526562155,72272.56548351898,75429.10069755999,77836.44919431057,127843.05861337247,18318.938540493178,33856.10696502221,33634.49865958232,25798.6437943024,40062.167075604826,29884.645465553862,39176.20305164319,115043.71426246915,70477.37256219015,31534.501793058113,59243.39278940434,27264.40926173088,12339.730495366599,10008.51985314684,10981.799914638927,30356.686251947118
