hs_product_code,pei,pei_standarized
0101,420699.3528335585,0.0377777721990252
0102,97000.33508331284,0.006429730430818138
0103,109105.81890194763,0.0076020639615417725
0104,248518.8151359402,0.021103261646194856
0105,186595.97924322647,0.015106457394325454
0106,50467.34370201004,0.001923327638622478
0201,189279.96884911973,0.015366383478920165
0202,203780.469847197,0.016770658085951497
0203,454733.1006041042,0.04107370851064807
0204,130929.04433386125,0.009715494478295658
0205,100397.45754872951,0.0067587185682482075
0206,280525.304179011,0.024202871778932374
0207,487837.1000499113,0.0442796050392639
0208,112020.66232957483,0.007884346664010592
0209,185474.22954372136,0.014997823587902564
0210,274648.4261221472,0.02363373622803191
0301,251073.92783734383,0.021350706881718792
0302,67581.74395700182,0.00358074055806866
0303,91305.74104418031,0.005878247843591245
0304,98112.67086929147,0.0065374525639326515
0305,73016.52662836757,0.004107062186620998
0306,215735.9429086264,0.017928464098132636
0307,208186.02747522728,0.017197306289877447
0401,90703.31363623345,0.005819906858567923
0402,110496.9478715,0.007736785312707991
0403,101542.70010430944,0.006869627497526292
0404,201455.1909016791,0.01654547068188261
0405,83442.0386044317,0.005116701904257592
0406,79815.56953484836,0.004765503112693378
0407,205724.33242870698,0.016958907916983873
0408,245281.64179446758,0.02078976349033172
0409,113170.01300469051,0.007995653436642328
0410,695035.1831078499,0.06434532598934783
0501,693225.0920977768,0.06417003102249129
0502,2398120.230313621,0.22927749527942562
0504,347603.1260702918,0.030698901260216238
0505,815319.2266482709,0.0759940150930734
0506,374704.62369764794,0.03332349643355974
0507,165675.70931411858,0.013080471958540663
0508,212357.6562967183,0.017601300084626792
0510,224777.93930081782,0.018804119769071658
0511,198748.9439431689,0.016283389124514654
0601,88856.78856009278,0.005641083500946366
0602,91060.58324521621,0.005854505983096451
0603,110021.77616139299,0.007690768173950412
0604,117746.2181080801,0.008438827684491371
0701,201317.7365577894,0.016532159166316625
0702,137220.65098733944,0.010324793664722411
0703,316303.4006873232,0.02766773636679739
0704,336290.35826788895,0.029603336868181618
0705,363657.7000140322,0.032253677230983796
0706,243396.7000119498,0.020607219736755684
0707,158852.5324249169,0.012419693820870836
0708,67014.88736563142,0.0035258443639857562
0709,150230.71369856206,0.011584729490641644
0710,219299.35509749953,0.018273556260940252
0711,328207.23692198814,0.028820541704545094
0712,620916.3153197585,0.05716741924319261
0713,119625.93356770258,0.008620865304346168
0714,97431.3498249948,0.006471471268398881
0801,84285.858078252,0.005198420064213687
0802,405192.73405443446,0.0362760619480948
0803,53793.94484953662,0.002245486267473461
0804,121312.13848468335,0.00878416274817114
0805,202895.08772265865,0.016684914866791446
0806,203928.57162614234,0.016785000732971535
0807,99911.0098519981,0.006711609427104782
0808,237452.56635522842,0.0200315709397906
0809,121256.88456772582,0.008778811783226358
0810,136155.75683585543,0.010221665930287342
0811,104593.52915094966,0.007165079479575641
0812,72453.50470456551,0.004052537353934044
0813,152794.85135523198,0.011833048731519724
0814,116610.86211714376,0.00832887620155818
0901,114685.2150882164,0.008142390422536713
0902,95089.6165038873,0.006244690370297054
0903,260749.53563877504,0.022287723495485842
0904,397793.59264605684,0.0355595055756635
0905,31654.664051398588,0.00010144794446075803
0906,134442.88548317368,0.010055786024068838
0907,52069.490433383246,0.002078484620571169
0908,98883.90811820368,0.006612141630523366
0909,680946.3823244943,0.06298092173971448
0910,411231.48380698153,0.036860873668520394
1001,331504.2160225978,0.029139831640217877
1002,152647.76462989426,0.011818804385517434
1003,239735.0204135922,0.020252611045667
1004,200744.38856379263,0.01647663432417022
1005,366215.860183621,0.03250141759301328
1006,427437.7273489855,0.03843033780527121
1007,594144.9322404154,0.05457479341195997
1008,153358.92268077866,0.011887675191607189
1101,173745.5872333807,0.013861984586646774
1102,119891.4982299844,0.008646583430348617
1103,230793.36820401557,0.019386673024320084
1104,153872.2060744197,0.011937383186937593
1105,239039.06652324848,0.020185212658810993
1106,212220.7494541538,0.01758804159082939
1107,124511.42801266066,0.009093992115120289
1108,268172.41344964004,0.023006578576581057
1109,469138.7301081497,0.042468795460644825
1201,383718.6951980262,0.03419644776921527
1202,120945.59844167938,0.008748665845345583
1203,138948.77955847737,0.010492151128471844
1204,522173.4533336729,0.04760484663062938
1205,179922.8375841328,0.0144602091452318
1206,50143.87998200637,0.0018920023838359524
1207,116825.56598650578,0.008349668806711372
1208,285921.3324085045,0.024725440304151382
1209,211473.25794343406,0.017515652137001944
1210,533570.3257851686,0.048708555984211886
1211,229157.5923551614,0.019228259291743145
1212,164604.1104141446,0.012976694914950536
1213,304007.4611652053,0.026476958500377967
1214,1088250.1238954258,0.10242551070341666
1301,243642.28557534728,0.02063100302331787
1302,534493.1656526531,0.048797926730259664
1401,355734.7996171423,0.031486398373317695
1404,244770.9869706351,0.02074031005405658
1501,805269.8538736398,0.07502080189127591
1502,230295.0618003348,0.019338415448302344
1503,240445.24906042858,0.0203213918453146
1504,49227.23260765161,0.0018032313385059318
1505,322286.14917381207,0.028247124746615816
1506,117794.76174487834,0.008443528804576654
1507,197665.6762507759,0.01617848203797698
1508,260078.15990045934,0.02222270533499479
1509,93978.26138944695,0.006137063208531407
1510,110236.67418607994,0.007711579581722397
1511,289883.634197459,0.02510916220371619
1512,214029.66420948692,0.017763222645438156
1513,243780.38400406585,0.02064437691410593
1514,278728.7338998874,0.024028886202637118
1515,328774.25610045163,0.028875453644078883
1516,275346.41298917774,0.023701331494812163
1517,217730.41358358247,0.018121614977794024
1518,489148.5817471763,0.04440661309542001
1519,633296.0728375085,0.05836631431072764
1520,591772.454375844,0.054345035114546435
1521,261472.08963282962,0.022357697920934623
1522,246066.46328793492,0.020865768098343174
1601,175035.37309236973,0.01398689154886322
1602,228626.9329409206,0.019176868547347535
1603,162329.03789633344,0.012756369660923746
1604,104739.87801108664,0.007179252368366558
1605,224263.3866896185,0.018754288858678653
1701,130875.44292290989,0.009710303547285066
1702,235364.91669830505,0.01982939631134267
1703,143389.07488816162,0.010922163441841031
1704,125777.16392552693,0.009216570004110566
1801,47884.352765098985,0.00167318258616
1802,107618.94639710848,0.007458070502094023
1803,47377.426260902954,0.0016240902122090554
1804,98633.7490475758,0.006587915430983925
1805,127974.45754383075,0.009429362902285961
1806,175268.48618559187,0.01400946696176942
1901,133040.4526843868,0.009919969974149912
1902,159338.6334290064,0.012466769387196845
1903,321912.6690666311,0.02821095574591611
1904,169347.3409200145,0.013436044433672176
1905,135926.66294617267,0.010199479749827082
