hs_product_code,pgi,pgi_standirized
010121,0.3049165508890796,0.6950834491109203
010129,0.3169349497623595,0.6830650502376405
010130,0.3805872556406851,0.6194127443593149
010190,0.3424109342164863,0.6575890657835137
010221,0.38303740895780075,0.6169625910421992
010229,0.3627231598810418,0.6372768401189581
010231,0.3397578675640527,0.6602421324359473
010239,0.3314362617594119,0.6685637382405881
010290,0.35234352405628855,0.6476564759437115
010310,0.3011885347851763,0.6988114652148236
010391,0.29379586593454454,0.7062041340654555
010392,0.3262068596593487,0.6737931403406513
010410,0.3683433298282799,0.6316566701717201
010420,0.3980149248423428,0.6019850751576572
010511,0.38627889449107045,0.6137211055089296
010512,0.3251225850177941,0.6748774149822059
010513,0.2998604310819673,0.7001395689180328
010514,0.3124676604075152,0.6875323395924848
010515,0.39568935333091565,0.6043106466690844
010594,0.3517844996524624,0.6482155003475376
010599,0.3294975490520357,0.6705024509479642
010611,0.3755164633436348,0.6244835366563652
010612,0.4426660522459118,0.5573339477540882
010613,0.35355166862119225,0.6464483313788078
010614,0.34035527956382977,0.6596447204361702
010619,0.33126669557216265,0.6687333044278374
010620,0.36944251845492915,0.6305574815450709
010631,0.33584201463125785,0.6641579853687422
010632,0.3817395901669085,0.6182604098330915
010633,0.5687726534396299,0.4312273465603701
010639,0.3465029575096857,0.6534970424903144
010641,0.28189017931672755,0.7181098206832724
010649,0.378640725786393,0.6213592742136069
010690,0.3340794675041494,0.6659205324958506
020110,0.32248244230751316,0.6775175576924868
020120,0.3357813429156867,0.6642186570843134
020130,0.46169795185767787,0.5383020481423222
020210,0.30661818041402517,0.6933818195859749
020220,0.39964628678217745,0.6003537132178225
020230,0.4233609813676986,0.5766390186323014
020311,0.30507698386216936,0.6949230161378306
020312,0.321412907835116,0.678587092164884
020319,0.3230774529354037,0.6769225470645963
020321,0.3415538791022426,0.6584461208977574
020322,0.31880700099893206,0.6811929990010679
020329,0.3300163735399799,0.6699836264600201
020410,0.35723346175950527,0.6427665382404948
020421,0.397226313522849,0.602773686477151
020422,0.3512783783731194,0.6487216216268805
020423,0.34471778287615185,0.6552822171238482
020430,0.39476513407772146,0.6052348659222786
020441,0.3668281708511871,0.6331718291488129
020442,0.35771122431545566,0.6422887756845443
020443,0.335950983616714,0.664049016383286
020450,0.3683386184427691,0.631661381557231
020500,0.390686335549885,0.6093136644501149
020610,0.41950917331077486,0.5804908266892251
020621,0.4204549852113502,0.5795450147886498
020622,0.38330172550704106,0.616698274492959
020629,0.42140280132245844,0.5785971986775416
020630,0.3005415581298343,0.6994584418701657
020641,0.3408765422239707,0.6591234577760293
020649,0.3127971139361774,0.6872028860638226
020680,0.3542465977265738,0.6457534022734261
020690,0.36972399198008354,0.6302760080199165
020711,0.3411063490569056,0.6588936509430944
020712,0.34381234971983105,0.6561876502801689
020713,0.33684084830525035,0.6631591516947497
020714,0.3676465567533081,0.632353443246692
020724,0.33611909547731356,0.6638809045226864
020725,0.3469327883505424,0.6530672116494576
020726,0.3255343057085549,0.6744656942914451
020727,0.3739143965019913,0.6260856034980087
020741,0.30289127605262844,0.6971087239473716
020742,0.32016573041651114,0.6798342695834889
020743,0.34867295812125443,0.6513270418787456
020744,0.32588551814886246,0.6741144818511375
020745,0.32451035055266125,0.6754896494473388
020751,0.30573578576997806,0.6942642142300219
020752,0.31354044847614376,0.6864595515238563
020753,0.3222141138599628,0.6777858861400372
020754,0.3088481814859462,0.6911518185140537
020755,0.3062721532679128,0.6937278467320872
020760,0.3190155988646442,0.6809844011353559
020810,0.32988545154537585,0.6701145484546241
020830,0.3001096175977932,0.6998903824022068
020840,0.2768227751815761,0.7231772248184238
020850,0.43741877146596864,0.5625812285340314
020860,0.3175533462039245,0.6824466537960755
020890,0.3327102524323069,0.6672897475676931
020910,0.3505237633122469,0.6494762366877531
020990,0.3654201634328551,0.6345798365671449
021011,0.3601777505401844,0.6398222494598156
021012,0.330307446459964,0.669692553540036
021019,0.3239699913182982,0.6760300086817018
021020,0.3362130754448394,0.6637869245551606
021091,0.3352598970146932,0.6647401029853068
021092,0.32538743555590594,0.6746125644440941
021093,0.3834689444965385,0.6165310555034615
021099,0.44714455767444994,0.5528554423255501
030111,0.3477856055701445,0.6522143944298555
030119,0.3305820390641838,0.6694179609358162
030191,0.305298938033961,0.694701061966039
030192,0.40740282179135306,0.592597178208647
030193,0.39015457116723523,0.6098454288327648
030194,0.3168880490862087,0.6831119509137913
030195,0.32799999999999996,0.672
030199,0.3401850513606944,0.6598149486393057
030211,0.2996332713721416,0.7003667286278584
030213,0.32117495653908307,0.6788250434609169
030214,0.29167774585392886,0.7083222541460712
030219,0.3073551077340777,0.6926448922659223
030221,0.30396806802014065,0.6960319319798594
030222,0.27748457536521515,0.7225154246347849
030223,0.30608298803739975,0.6939170119626002
030224,0.3445116042413893,0.6554883957586106
030229,0.42631222026986315,0.5736877797301368
030231,0.3550165572977161,0.6449834427022839
030232,0.324724517431425,0.675275482568575
030233,0.3870149868678958,0.6129850131321042
030234,0.354482418382074,0.6455175816179259
030235,0.30920655343180115,0.6907934465681989
030236,0.37145263516238836,0.6285473648376116
030239,0.36866902062344326,0.6313309793765567
030241,0.28596394462996166,0.7140360553700383
030242,0.35604401584082884,0.6439559841591711
030243,0.32840015181863985,0.6715998481813601
030244,0.49894197571803267,0.5010580242819673
030245,0.32971852034977805,0.6702814796502219
030246,0.49933228079058745,0.5006677192094126
030247,0.4620996208231397,0.5379003791768603
030251,0.2704990545484465,0.7295009454515535
030252,0.2737341974034251,0.7262658025965749
030253,0.27210264976541954,0.7278973502345805
030254,0.5725119889053168,0.42748801109468315
030255,0.2997354741925007,0.7002645258074993
030256,0.2929105713903322,0.7070894286096678
030259,0.31433402840335584,0.6856659715966442
030271,0.45542087449819113,0.5445791255018089
030272,0.3539625689248909,0.6460374310751091
030273,0.3554074672718955,0.6445925327281046
030274,0.3229553546048523,0.6770446453951477
030279,0.3965666859451204,0.6034333140548795
030281,0.34866365388147874,0.6513363461185213
030282,0.352212552792531,0.647787447207469
030283,0.32979334652785364,0.6702066534721464
030284,0.34595960032580814,0.6540403996741919
030285,0.3361588088388978,0.6638411911611022
030289,0.34420132559223005,0.65579867440777
030290,0.29030057289316963,0.7096994271068304
