cod_atividade,ligacao_frente,ligacao_tras
0191,0.9303068328289611,0.9689017679400734
0192,1.0293609998072077,1.029648703964131
0280,0.9178832622950659,0.7766426909566878
0580,1.5379883628614246,1.0451593301386972
0680,1.2780699216378297,0.9238023931812308
0791,0.7908904228359841,0.973588409189282
0792,0.9190664777518796,1.0346629816327209
1091,0.6831429724386997,1.41730392704028
1092,0.985510402339573,1.3628822829155869
1093,0.8233920640361638,1.306456219668152
1100,0.8587860007604514,1.269886730490603
1200,0.561037683053179,1.2553060510266831
1300,1.0389832700902937,1.1132112729866555
1400,0.6541167396526459,1.0341730683385422
1500,0.6445846722956451,1.1096421489883552
1600,1.0641692846198987,1.101792579473581
1700,1.0868251249944227,1.147757392561165
1800,1.5270877301456225,1.00252904289333
1991,1.4254609942010137,1.3095432570712726
1992,1.1959924840377085,1.2871811909484088
2091,1.5323458292149208,1.0937941668740845
2092,1.3740888758828687,1.0910055060477155
2093,0.7934622226003945,1.1735566032523221
2100,0.7354787217809962,0.9256484948147098
2200,1.2845104212733776,1.1191439950386124
2300,1.2318597875391963,1.1823735213591973
2491,1.1729490816379724,1.229347880943925
2492,1.0931673443933365,1.174887725772581
2500,1.1984880550929682,1.1152875722623172
2600,0.6988381977122827,0.9113477961603033
2700,0.9576031110564451,1.1216896585854992
2800,0.7689481365887421,1.0394478488416363
2991,0.5736813517227493,1.2534813351266714
2992,1.1942716432951097,1.128916262455159
3000,0.6489620859701082,0.9448265724535223
3180,0.727415635234139,1.0025568365331228
3300,1.426699401797142,0.9378967584816724
3500,1.3272708000325437,1.0804872312019063
3680,1.0332705214861464,0.8535153811064405
4180,0.6759225287556471,1.0248688126720957
4580,0.8852717017181991,0.8628095714070753
4900,1.240983129713857,1.1139484052577868
5000,1.434327434199631,0.9769177634560443
5100,1.083218687162889,1.013991256214978
5280,1.2116094507924844,0.8677271846661754
5500,0.9950749269167481,0.9449314912928445
5600,0.637697801318518,1.0303971499716684
5800,0.9908069953412034,0.927155620912756
5980,1.8505140447018977,1.0182672131750001
6100,0.9214077952466307,0.9977354299744389
6280,1.0178573615608104,0.7773138279089358
6480,0.9915145680540084,0.7948448836320393
6800,0.6605822876928253,0.6081358052829576
6980,1.4024634330473837,0.7711736181558912
7180,1.02848620467153,0.8114099071390914
7380,1.4240237517522873,1.084350195759425
7700,1.3256024403532658,0.8149077132770485
7880,1.213240476356822,0.7908566855049377
8000,1.3950573503086166,0.6870273457143793
8400,0.5632164036037856,0.7655652695730647
8591,0.5369350943878811,0.676634085056796
8592,0.657799884755625,0.7627887016433178
8691,0.534496713286875,0.8274565290817454
8692,0.6083345197962952,0.8703545920995563
9080,0.7617498790911973,0.873329979601661
9480,0.692785798444928,0.9055467416318974
9700,0.533052409973053,0.5502716312195679
