hs_product_code,pei,pei_standarized
010121,5.98262879322744,0.2756685888977261
010129,6.1954281239382905,0.28547399271650364
010130,9.89955389733722,0.456153331238813
010190,4.969420330888887,0.2289817967323334
010221,3.001997129659151,0.13832653524233146
010229,2.4853618010098084,0.11452092454077795
010231,5.953072729407815,0.27430669955307035
010239,14.287066978855298,0.6583219065850892
010290,2.6412731953185085,0.12170503633304075
010310,7.009234306318063,0.3229726926503587
010391,5.975845992639655,0.2753560498565398
010392,6.926713214998108,0.3191702717439798
010410,0.6849644095148606,0.03156190677079627
010420,0.4521876871173968,0.020835981293991064
010511,3.3659549333669383,0.15509704493533139
010512,7.149347712926523,0.32942886207359495
010513,7.138289697661869,0.3289193289620859
010514,7.4062354624786755,0.3412657795678444
010515,6.415102132004371,0.2955961690898125
010594,6.053487793772285,0.27893364199829845
010599,6.382706811016159,0.2941034519695695
010611,2.480145008154997,0.11428054427073919
010612,5.135829888672397,0.23664964468994124
010613,0.45576457011149246,0.021000797518048096
010614,5.256066219715281,0.2421899148384675
010619,2.5189259652478477,0.11606749981944241
010620,1.149028205181009,0.052945117418033635
010631,7.677363844144027,0.3537588793350273
010632,5.062838958035017,0.23328635615131144
010633,5.523694594009637,0.2545217406696532
010639,2.4181384656880853,0.11142339624182744
010641,5.304936137500599,0.24444175123698803
010649,3.7767513129460837,0.17402579050802575
010690,4.82008320116515,0.22210061502378706
020110,3.101188268050659,0.14289708141803606
020120,5.755463798189963,0.2652012415503809
020130,2.0307584263668734,0.09357363278538289
020210,4.086445653614335,0.18829593910529022
020220,3.004438717330474,0.13843903913506597
020230,2.6860902837496763,0.12377012577003049
020311,6.513163434107085,0.30011465447649244
020312,7.92982077369971,0.3653916327505244
020319,8.12210590802938,0.3742517799330933
020321,4.55294232189796,0.209791252071526
020322,6.360082074562635,0.2930609455082985
020329,6.049661109383633,0.2787573153830201
020410,4.163298146771848,0.1918371613796835
020421,1.2531866153024398,0.05774454638686918
020422,7.205308916740423,0.33200745195800485
020423,7.986894691799244,0.36802149447338006
020430,2.8939200892902015,0.13334654296126627
020441,4.52791802141513,0.20863817809005758
020442,6.805453439327397,0.3135828431395107
020443,8.163439801847272,0.37615637013520076
020450,0.5687817950380459,0.026208424464902774
020500,2.531305888380083,0.11663794402691004
020610,5.280692221733457,0.24332463595541662
020621,5.563177330557036,0.2563410329316373
020622,8.154868138211937,0.37576140355771
020629,2.8475481693448934,0.13120980973284457
020630,6.477024110229771,0.29844942055319523
