Seção;Descrição da seção;Divisão;Descrição da divisão;Grupo;Descrição do grupo;Classe;Descrição da classe;classe_sdv
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.11-3;Cultivo de cereais;0111
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.12-1;Cultivo de algodão herbáceo e de outras fibras de lavoura temporária;0112
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.13-0;Cultivo de cana-de-açúcar;0113
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.14-8;Cultivo de fumo;0114
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.15-6;Cultivo de soja;0115
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.16-4;Cultivo de oleaginosas de lavoura temporária, exceto soja;0116
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.19-9;Cultivo de plantas de lavoura temporária não especificadas anteriormente;0119
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.2;Horticultura e floricultura;01.21-1;Horticultura;0121
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.2;Horticultura e floricultura;01.22-9;Cultivo de flores e plantas ornamentais;0122
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.31-8;Cultivo de laranja;0131
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.32-6;Cultivo de uva;0132
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente, exceto laranja e uva;0133
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.34-2;Cultivo de café;0134
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.35-1;Cultivo de cacau;0135
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.39-3;Cultivo de plantas de lavoura permanente não especificadas anteriormente;0139
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.4;Produção de sementes e mudas certificadas;01.41-5;Produção de sementes certificadas;0141
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.4;Produção de sementes e mudas certificadas;01.42-3;Produção de mudas e outras formas de propagação vegetal, certificadas;0142
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.51-2;Criação de bovinos;0151
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.52-1;Criação de outros animais de grande porte;0152
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.53-9;Criação de caprinos e ovinos;0153
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.54-7;Criação de suínos;0154
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.55-5;Criação de aves;0155
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.59-8;Criação de animais não especificados anteriormente;0159
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.6;"Atividades de apoio à agricultura e à pecuária; atividades de
pós-colheita";01.61-0;Atividades de apoio à agricultura;0161
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.6;"Atividades de apoio à agricultura e à pecuária; atividades de
pós-colheita";01.62-8;Atividades de apoio à pecuária;0162
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.6;"Atividades de apoio à agricultura e à pecuária; atividades de
pós-colheita";01.63-6;Atividades de pós-colheita;0163
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;01;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;01.7;Caça e serviços relacionados;01.70-9;Caça e serviços relacionados;0170
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;02;PRODUÇÃO FLORESTAL;02.1;Produção florestal - florestas plantadas;02.10-1;Produção florestal - florestas plantadas;0210
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;02;PRODUÇÃO FLORESTAL;02.2;Produção florestal - florestas nativas;02.20-9;Produção florestal - florestas nativas;0220
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;02;PRODUÇÃO FLORESTAL;02.3;Atividades de apoio à produção florestal;02.30-6;Atividades de apoio à produção florestal;0230
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;03;PESCA E AQÜICULTURA;03.1;Pesca;03.11-6;Pesca em água salgada;0311
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;03;PESCA E AQÜICULTURA;03.1;Pesca;03.12-4;Pesca em água doce;0312
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;03;PESCA E AQÜICULTURA;03.2;Aquicultura;03.21-3;Aquicultura em água salgada e salobra;0321
A;AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA;03;PESCA E AQÜICULTURA;03.2;Aquicultura;03.22-1;Aquicultura em água doce;0322
B;INDÚSTRIAS EXTRATIVAS;05;EXTRAÇÃO DE CARVÃO MINERAL;05.0;Extração de carvão mineral;05.00-3;Extração de carvão mineral;0500
B;INDÚSTRIAS EXTRATIVAS;06;EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL;06.0;Extração de petróleo e gás natural;06.00-0;Extração de petróleo e gás natural;0600
B;INDÚSTRIAS EXTRATIVAS;07;EXTRAÇÃO DE MINERAIS METÁLICOS;07.1;Extração de minério de ferro;07.10-3;Extração de minério de ferro;0710
B;INDÚSTRIAS EXTRATIVAS;07;EXTRAÇÃO DE MINERAIS METÁLICOS;07.2;Extração de minerais metálicos não ferrosos;07.21-9;Extração de minério de alumínio;0721
B;INDÚSTRIAS EXTRATIVAS;07;EXTRAÇÃO DE MINERAIS METÁLICOS;07.2;Extração de minerais metálicos não ferrosos;07.22-7;Extração de minério de estanho;0722
B;INDÚSTRIAS EXTRATIVAS;07;EXTRAÇÃO DE MINERAIS METÁLICOS;07.2;Extração de minerais metálicos não ferrosos;07.23-5;Extração de minério de manganês;0723
B;INDÚSTRIAS EXTRATIVAS;07;EXTRAÇÃO DE MINERAIS METÁLICOS;07.2;Extração de minerais metálicos não ferrosos;07.24-3;Extração de minério de metais preciosos;0724
B;INDÚSTRIAS EXTRATIVAS;07;EXTRAÇÃO DE MINERAIS METÁLICOS;07.2;Extração de minerais metálicos não ferrosos;07.25-1;Extração de minerais radioativos;0725
B;INDÚSTRIAS EXTRATIVAS;07;EXTRAÇÃO DE MINERAIS METÁLICOS;07.2;Extração de minerais metálicos não ferrosos;07.29-4;Extração de minerais metálicos não ferrosos não especificados anteriormente;0729
B;INDÚSTRIAS EXTRATIVAS;08;EXTRAÇÃO DE MINERAIS NÃO METÁLICOS;08.1;Extração de pedra, areia e argila;08.10-0;Extração de pedra, areia e argila;0810
B;INDÚSTRIAS EXTRATIVAS;08;EXTRAÇÃO DE MINERAIS NÃO METÁLICOS;08.9;Extração de outros minerais não metálicos;08.91-6;Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos;0891
B;INDÚSTRIAS EXTRATIVAS;08;EXTRAÇÃO DE MINERAIS NÃO METÁLICOS;08.9;Extração de outros minerais não metálicos;08.92-4;Extração e refino de sal marinho e sal-gema;0892
B;INDÚSTRIAS EXTRATIVAS;08;EXTRAÇÃO DE MINERAIS NÃO METÁLICOS;08.9;Extração de outros minerais não metálicos;08.93-2;Extração de gemas (pedras preciosas e semipreciosas);0893
B;INDÚSTRIAS EXTRATIVAS;08;EXTRAÇÃO DE MINERAIS NÃO METÁLICOS;08.9;Extração de outros minerais não metálicos;08.99-1;Extração de minerais não metálicos não especificados anteriormente;0899
B;INDÚSTRIAS EXTRATIVAS;09;ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS;09.1;Atividades de apoio à extração de petróleo e gás natural;09.10-6;Atividades de apoio à extração de petróleo e gás natural;0910
B;INDÚSTRIAS EXTRATIVAS;09;ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS;09.9;Atividades de apoio à extração de minerais, exceto petróleo e gás natural;09.90-4;Atividades de apoio à extração de minerais, exceto petróleo e gás natural;0990
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.1;Abate e fabricação de produtos de carne;10.11-2;Abate de reses, exceto suínos;1011
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.1;Abate e fabricação de produtos de carne;10.12-1;Abate de suínos, aves e outros pequenos animais;1012
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.1;Abate e fabricação de produtos de carne;10.13-9;Fabricação de produtos de carne;1013
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.2;Preservação do pescado e fabricação de produtos do pescado;10.20-1;Preservação do pescado e fabricação de produtos do pescado;1020
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.3;Fabricação de conservas de frutas, legumes e outros vegetais;10.31-7;Fabricação de conservas de frutas;1031
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.3;Fabricação de conservas de frutas, legumes e outros vegetais;10.32-5;Fabricação de conservas de legumes e outros vegetais;1032
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.3;Fabricação de conservas de frutas, legumes e outros vegetais;10.33-3;Fabricação de sucos de frutas, hortaliças e legumes;1033
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.4;Fabricação de óleos e gorduras vegetais e animais;10.41-4;Fabricação de óleos vegetais em bruto, exceto óleo de milho;1041
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.4;Fabricação de óleos e gorduras vegetais e animais;10.42-2;Fabricação de óleos vegetais refinados, exceto óleo de milho;1042
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.4;Fabricação de óleos e gorduras vegetais e animais;10.43-1;Fabricação de margarina e outras gorduras vegetais e de óleos não comestíveis de animais;1043
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.5;Laticínios;10.51-1;Preparação do leite;1051
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.5;Laticínios;10.52-0;Fabricação de laticínios;1052
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.5;Laticínios;10.53-8;Fabricação de sorvetes e outros gelados comestíveis;1053
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.6;Moagem, fabricação de produtos amiláceos e de alimentos para animais;10.61-9;Beneficiamento de arroz e fabricação de produtos do arroz;1061
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.6;Moagem, fabricação de produtos amiláceos e de alimentos para animais;10.62-7;Moagem de trigo e fabricação de derivados;1062
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.6;Moagem, fabricação de produtos amiláceos e de alimentos para animais;10.63-5;Fabricação de farinha de mandioca e derivados;1063
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.6;Moagem, fabricação de produtos amiláceos e de alimentos para animais;10.64-3;Fabricação de farinha de milho e derivados, exceto óleos de milho;1064
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.6;Moagem, fabricação de produtos amiláceos e de alimentos para animais;10.65-1;Fabricação de amidos e féculas de vegetais e de óleos de milho;1065
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.6;Moagem, fabricação de produtos amiláceos e de alimentos para animais;10.66-0;Fabricação de alimentos para animais;1066
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.6;Moagem, fabricação de produtos amiláceos e de alimentos para animais;10.69-4;Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;1069
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.7;Fabricação e refino de açúcar;10.71-6;Fabricação de açúcar em bruto;1071
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.7;Fabricação e refino de açúcar;10.72-4;Fabricação de açúcar refinado;1072
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.8;Torrefação e moagem de café;10.81-3;Torrefação e moagem de café;1081
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.8;Torrefação e moagem de café;10.82-1;Fabricação de produtos à base de café;1082
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.9;Fabricação de outros produtos alimentícios;10.91-1;Fabricação de produtos de panificação;1091
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.9;Fabricação de outros produtos alimentícios;10.92-9;Fabricação de biscoitos e bolachas;1092
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.9;Fabricação de outros produtos alimentícios;10.93-7;Fabricação de produtos derivados do cacau, de chocolates e confeitos;1093
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.9;Fabricação de outros produtos alimentícios;10.94-5;Fabricação de massas alimentícias;1094
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.9;Fabricação de outros produtos alimentícios;10.95-3;Fabricação de especiarias, molhos, temperos e condimentos;1095
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.9;Fabricação de outros produtos alimentícios;10.96-1;Fabricação de alimentos e pratos prontos;1096
C;INDÚSTRIAS DE TRANSFORMAÇÃO;10;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;10.9;Fabricação de outros produtos alimentícios;10.99-6;Fabricação de produtos alimentícios não especificados anteriormente;1099
C;INDÚSTRIAS DE TRANSFORMAÇÃO;11;FABRICAÇÃO DE BEBIDAS;11.1;Fabricação de bebidas alcoólicas;11.11-9;Fabricação de aguardentes e outras bebidas destiladas;1111
C;INDÚSTRIAS DE TRANSFORMAÇÃO;11;FABRICAÇÃO DE BEBIDAS;11.1;Fabricação de bebidas alcoólicas;11.12-7;Fabricação de vinho;1112
C;INDÚSTRIAS DE TRANSFORMAÇÃO;11;FABRICAÇÃO DE BEBIDAS;11.1;Fabricação de bebidas alcoólicas;11.13-5;Fabricação de malte, cervejas e chopes;1113
C;INDÚSTRIAS DE TRANSFORMAÇÃO;11;FABRICAÇÃO DE BEBIDAS;11.2;Fabricação de bebidas não alcoólicas;11.21-6;Fabricação de águas envasadas;1121
C;INDÚSTRIAS DE TRANSFORMAÇÃO;11;FABRICAÇÃO DE BEBIDAS;11.2;Fabricação de bebidas não alcoólicas;11.22-4;Fabricação de refrigerantes e de outras bebidas não alcoólicas;1122
C;INDÚSTRIAS DE TRANSFORMAÇÃO;12;FABRICAÇÃO DE PRODUTOS DO FUMO;12.1;Processamento industrial do fumo;12.10-7;Processamento industrial do fumo;1210
C;INDÚSTRIAS DE TRANSFORMAÇÃO;12;FABRICAÇÃO DE PRODUTOS DO FUMO;12.2;Fabricação de produtos do fumo;12.20-4;Fabricação de produtos do fumo;1220
C;INDÚSTRIAS DE TRANSFORMAÇÃO;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;13.1;Preparação e fiação de fibras têxteis;13.11-1;Preparação e fiação de fibras de algodão;1311
C;INDÚSTRIAS DE TRANSFORMAÇÃO;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;13.1;Preparação e fiação de fibras têxteis;13.12-0;Preparação e fiação de fibras têxteis naturais, exceto algodão;1312
C;INDÚSTRIAS DE TRANSFORMAÇÃO;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;13.1;Preparação e fiação de fibras têxteis;13.13-8;Fiação de fibras artificiais e sintéticas;1313
C;INDÚSTRIAS DE TRANSFORMAÇÃO;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;13.1;Preparação e fiação de fibras têxteis;13.14-6;Fabricação de linhas para costurar e bordar;1314
C;INDÚSTRIAS DE TRANSFORMAÇÃO;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;13.2;Tecelagem, exceto malha;13.21-9;Tecelagem de fios de algodão;1321
C;INDÚSTRIAS DE TRANSFORMAÇÃO;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;13.2;Tecelagem, exceto malha;13.22-7;Tecelagem de fios de fibras têxteis naturais, exceto algodão;1322
C;INDÚSTRIAS DE TRANSFORMAÇÃO;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;13.2;Tecelagem, exceto malha;13.23-5;Tecelagem de fios de fibras artificiais e sintéticas;1323
C;INDÚSTRIAS DE TRANSFORMAÇÃO;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;13.3;Fabricação de tecidos de malha;13.30-8;Fabricação de tecidos de malha;1330
C;INDÚSTRIAS DE TRANSFORMAÇÃO;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;13.4;Acabamentos em fios, tecidos e artefatos têxteis;13.40-5;Acabamentos em fios, tecidos e artefatos têxteis;1340
C;INDÚSTRIAS DE TRANSFORMAÇÃO;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;13.5;Fabricação de artefatos têxteis, exceto vestuário;13.51-1;Fabricação de artefatos têxteis para uso doméstico;1351
C;INDÚSTRIAS DE TRANSFORMAÇÃO;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;13.5;Fabricação de artefatos têxteis, exceto vestuário;13.52-9;Fabricação de artefatos de tapeçaria;1352
C;INDÚSTRIAS DE TRANSFORMAÇÃO;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;13.5;Fabricação de artefatos têxteis, exceto vestuário;13.53-7;Fabricação de artefatos de cordoaria;1353
C;INDÚSTRIAS DE TRANSFORMAÇÃO;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;13.5;Fabricação de artefatos têxteis, exceto vestuário;13.54-5;Fabricação de tecidos especiais, inclusive artefatos;1354
C;INDÚSTRIAS DE TRANSFORMAÇÃO;13;FABRICAÇÃO DE PRODUTOS TÊXTEIS;13.5;Fabricação de artefatos têxteis, exceto vestuário;13.59-6;Fabricação de outros produtos têxteis não especificados anteriormente;1359
C;INDÚSTRIAS DE TRANSFORMAÇÃO;14;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;14.1;Confecção de artigos do vestuário e acessórios;14.11-8;Confecção de roupas íntimas;1411
C;INDÚSTRIAS DE TRANSFORMAÇÃO;14;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;14.1;Confecção de artigos do vestuário e acessórios;14.12-6;Confecção de peças do vestuário, exceto roupas íntimas;1412
C;INDÚSTRIAS DE TRANSFORMAÇÃO;14;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;14.1;Confecção de artigos do vestuário e acessórios;14.13-4;Confecção de roupas profissionais;1413
C;INDÚSTRIAS DE TRANSFORMAÇÃO;14;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;14.1;Confecção de artigos do vestuário e acessórios;14.14-2;Fabricação de acessórios do vestuário, exceto para segurança e proteção;1414
C;INDÚSTRIAS DE TRANSFORMAÇÃO;14;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;14.2;Fabricação de artigos de malharia e tricotagem;14.21-5;Fabricação de meias;1421
C;INDÚSTRIAS DE TRANSFORMAÇÃO;14;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;14.2;Fabricação de artigos de malharia e tricotagem;14.22-3;Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias;1422
C;INDÚSTRIAS DE TRANSFORMAÇÃO;15;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;15.1;Curtimento e outras preparações de couro;15.10-6;Curtimento e outras preparações de couro;1510
C;INDÚSTRIAS DE TRANSFORMAÇÃO;15;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;15.2;Fabricação de artigos para viagem e de artefatos diversos de couro;15.21-1;Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material;1521
C;INDÚSTRIAS DE TRANSFORMAÇÃO;15;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;15.2;Fabricação de artigos para viagem e de artefatos diversos de couro;15.29-7;Fabricação de artefatos de couro não especificados anteriormente;1529
C;INDÚSTRIAS DE TRANSFORMAÇÃO;15;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;15.3;Fabricação de calçados;15.31-9;Fabricação de calçados de couro;1531
C;INDÚSTRIAS DE TRANSFORMAÇÃO;15;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;15.3;Fabricação de calçados;15.32-7;Fabricação de tênis de qualquer material;1532
C;INDÚSTRIAS DE TRANSFORMAÇÃO;15;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;15.3;Fabricação de calçados;15.33-5;Fabricação de calçados de material sintético;1533
C;INDÚSTRIAS DE TRANSFORMAÇÃO;15;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;15.3;Fabricação de calçados;15.39-4;Fabricação de calçados de materiais não especificados anteriormente;1539
C;INDÚSTRIAS DE TRANSFORMAÇÃO;15;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;15.4;Fabricação de partes para calçados, de qualquer material;15.40-8;Fabricação de partes para calçados, de qualquer material;1540
C;INDÚSTRIAS DE TRANSFORMAÇÃO;16;FABRICAÇÃO DE PRODUTOS DE MADEIRA;16.1;Desdobramento de madeira;16.10-2;Desdobramento de madeira;1610
C;INDÚSTRIAS DE TRANSFORMAÇÃO;16;FABRICAÇÃO DE PRODUTOS DE MADEIRA;16.2;Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis;16.21-8;Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada;1621
C;INDÚSTRIAS DE TRANSFORMAÇÃO;16;FABRICAÇÃO DE PRODUTOS DE MADEIRA;16.2;Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis;16.22-6;Fabricação de estruturas de madeira e de artigos de carpintaria para construção;1622
