,ano,cnae_2,Engenheiros,Pesquisadores,Profissionais Científicos,Total Técnicos,Total Contratados,Potec
2313,2009,43126.0,69.0,1.0,23.0,93.0,7670,0.0121251629726206
2314,2009,43134.0,646.0,1.0,35.0,682.0,56749,0.012017832913355302
2315,2009,43193.0,26.0,0.0,2.0,28.0,4793,0.0058418527018568745
2316,2009,43215.0,879.0,5.0,81.0,965.0,80781,0.011945878362486229
2317,2009,43223.0,583.0,3.0,41.0,627.0,44981,0.0139392187812632
2318,2009,43291.0,620.0,2.0,109.0,731.0,51643,0.014154870940882597
2319,2009,43304.0,453.0,0.0,31.0,484.0,102784,0.004708904109589041
2320,2009,43916.0,490.0,3.0,34.0,527.0,28267,0.01864364807018785
2321,2009,43991.0,675.0,3.0,116.0,794.0,93454,0.008496158537890298
2322,2009,45111.0,228.0,0.0,705.0,933.0,234366,0.003980952868590154
2323,2009,45129.0,250.0,1.0,13.0,264.0,5398,0.04890700259355317
2324,2009,45200.0,108.0,0.0,50.0,158.0,161722,0.000976985196819233
2325,2009,45307.0,163.0,3.0,495.0,661.0,369402,0.0017893785090497614
2326,2009,45412.0,16.0,0.0,94.0,110.0,73684,0.0014928614081754518
2327,2009,45439.0,21.0,0.0,14.0,35.0,3541,0.009884213499011578
2328,2009,46117.0,72.0,0.0,16.0,88.0,4322,0.02036094400740398
2329,2009,46125.0,27.0,1.0,51.0,79.0,2303,0.03430308293530178
2330,2009,46133.0,9.0,0.0,2.0,11.0,3795,0.002898550724637681
2331,2009,46141.0,72.0,0.0,58.0,130.0,4208,0.030893536121673004
2332,2009,46150.0,3.0,0.0,13.0,16.0,1772,0.009029345372460496
2333,2009,46168.0,1.0,0.0,19.0,20.0,3918,0.005104645227156712
2334,2009,46176.0,6.0,0.0,9.0,15.0,7035,0.0021321961620469083
2335,2009,46184.0,60.0,13.0,86.0,159.0,9388,0.01693651469961653
2336,2009,46192.0,85.0,9.0,129.0,223.0,18636,0.01196608714316377
2337,2009,46214.0,18.0,1.0,26.0,45.0,4519,0.009957955299845098
2338,2009,46222.0,86.0,1.0,19.0,106.0,6129,0.017294827867515093
2339,2009,46231.0,559.0,7.0,196.0,762.0,41923,0.018176180139780073
2340,2009,46311.0,14.0,0.0,46.0,60.0,15750,0.0038095238095238095
2341,2009,46320.0,261.0,0.0,78.0,339.0,28021,0.012098069305163984
2342,2009,46338.0,26.0,0.0,28.0,54.0,57179,0.0009444026653141887
2343,2009,46346.0,22.0,0.0,30.0,52.0,35719,0.0014558078333659957
2344,2009,46354.0,11.0,1.0,115.0,127.0,88287,0.001438490377971842
2345,2009,46362.0,4.0,0.0,10.0,14.0,5258,0.0026626093571700264
2346,2009,46371.0,73.0,10.0,90.0,173.0,45864,0.003772021629164486
2347,2009,46397.0,35.0,0.0,256.0,291.0,116052,0.0025074966394374935
2348,2009,46419.0,4.0,0.0,43.0,47.0,21270,0.002209685002350729
2349,2009,46427.0,8.0,0.0,80.0,88.0,35157,0.002503057712546577
2350,2009,46435.0,2.0,0.0,42.0,44.0,7449,0.005906833131964022
2351,2009,46443.0,23.0,3.0,343.0,369.0,52813,0.0069869161002026016
2352,2009,46451.0,117.0,27.0,381.0,525.0,27995,0.01875334881228791
2353,2009,46460.0,21.0,21.0,735.0,777.0,36150,0.02149377593360996
2354,2009,46478.0,9.0,1.0,157.0,167.0,28007,0.005962795015531831
2355,2009,46494.0,185.0,1.0,271.0,457.0,67610,0.006759355124981512
2356,2009,46516.0,197.0,1.0,1912.0,2110.0,19430,0.10859495625321668
2357,2009,46524.0,224.0,5.0,224.0,453.0,6566,0.06899177581480354
2358,2009,46613.0,35.0,0.0,40.0,75.0,16112,0.004654915590863952
2359,2009,46621.0,52.0,0.0,14.0,66.0,5341,0.01235723647257068
2360,2009,46630.0,658.0,16.0,356.0,1030.0,38363,0.026848786591246773
2361,2009,46648.0,211.0,8.0,108.0,327.0,6025,0.05427385892116183
2362,2009,46656.0,31.0,1.0,79.0,111.0,5970,0.0185929648241206
2363,2009,46699.0,686.0,39.0,427.0,1152.0,22857,0.05040031500196876
2364,2009,46711.0,14.0,0.0,20.0,34.0,14095,0.0024122029088329195
2365,2009,46729.0,19.0,0.0,65.0,84.0,23548,0.0035671819262782403
2366,2009,46737.0,37.0,0.0,41.0,78.0,11759,0.006633217110298495
2367,2009,46745.0,7.0,0.0,3.0,10.0,4066,0.002459419576979833
2368,2009,46796.0,61.0,1.0,73.0,135.0,37169,0.0036320589738760797
2369,2009,46818.0,734.0,4.0,403.0,1141.0,26129,0.04366795514562364
2370,2009,46826.0,127.0,1.0,60.0,188.0,13728,0.013694638694638694
2371,2009,46834.0,487.0,0.0,97.0,584.0,17083,0.03418603289820289
2372,2009,46842.0,163.0,5.0,135.0,303.0,12794,0.023682976395185244
2373,2009,46851.0,26.0,0.0,43.0,69.0,11391,0.006057413747695549
2374,2009,46869.0,10.0,2.0,18.0,30.0,14902,0.00201315259696685
2375,2009,46877.0,15.0,0.0,22.0,37.0,36495,0.0010138375119879436
2376,2009,46893.0,331.0,8.0,525.0,864.0,56954,0.015170137303789022
2377,2009,46915.0,13.0,0.0,38.0,51.0,22987,0.002218645321268543
2378,2009,46923.0,146.0,0.0,31.0,177.0,5790,0.030569948186528497
2379,2009,46931.0,101.0,2.0,399.0,502.0,66852,0.007509124633518818
2380,2009,47113.0,181.0,4.0,812.0,997.0,941845,0.0010585605911800774
2381,2009,47121.0,12.0,0.0,62.0,74.0,297991,0.0002483296475396908
2382,2009,47130.0,67.0,0.0,373.0,440.0,157225,0.0027985371283192877
2383,2009,47211.0,25.0,0.0,36.0,61.0,285137,0.00021393225011135
2384,2009,47229.0,5.0,0.0,5.0,10.0,60144,0.00016626762436818302
2385,2009,47237.0,3.0,0.0,16.0,19.0,44555,0.00042643923240938164
2386,2009,47245.0,6.0,0.0,20.0,26.0,41591,0.0006251352456060205
2387,2009,47296.0,10.0,6.0,52.0,68.0,102019,0.0006665425067879512
2388,2009,47318.0,10.0,0.0,49.0,59.0,286122,0.00020620574440273728
2389,2009,47326.0,1.0,0.0,4.0,5.0,7964,0.0006278252134605726
2390,2009,47415.0,9.0,0.0,28.0,37.0,32021,0.0011554917085662534
2391,2009,47423.0,226.0,0.0,70.0,296.0,46406,0.006378485540662845
2392,2009,47431.0,11.0,0.0,6.0,17.0,31424,0.0005409877800407332
2393,2009,47440.0,477.0,4.0,400.0,881.0,528657,0.001666486966029013
2394,2009,47512.0,494.0,10.0,8438.0,8942.0,141234,0.06331336646983021
2395,2009,47521.0,194.0,0.0,481.0,675.0,57960,0.011645962732919254
2396,2009,47539.0,128.0,2.0,303.0,433.0,137725,0.0031439462697404248
2397,2009,47547.0,178.0,0.0,269.0,447.0,210050,0.0021280647464889313
2398,2009,47555.0,24.0,2.0,232.0,258.0,128413,0.0020091423765506607
2399,2009,47563.0,2.0,0.0,14.0,16.0,6018,0.0026586905948820204
2400,2009,47571.0,47.0,1.0,39.0,87.0,19738,0.0044077414125038
2401,2009,47598.0,33.0,0.0,60.0,93.0,56402,0.0016488776993723627
2402,2009,47610.0,18.0,1.0,252.0,271.0,121017,0.00223935480139154
2403,2009,47628.0,0.0,0.0,12.0,12.0,5388,0.0022271714922048997
2404,2009,47636.0,44.0,1.0,114.0,159.0,63527,0.002502872794244967
2405,2009,47717.0,71.0,0.0,420.0,491.0,332703,0.0014757907202519965
2406,2009,47725.0,6.0,0.0,59.0,65.0,73928,0.0008792338491505248
2407,2009,47733.0,72.0,5.0,89.0,166.0,20995,0.007906644439152179
2408,2009,47741.0,4.0,1.0,43.0,48.0,52339,0.0009170981486081124
2409,2009,47814.0,36.0,0.0,438.0,474.0,600487,0.0007893593033654351
2410,2009,47822.0,5.0,1.0,147.0,153.0,184633,0.0008286709309820021
2411,2009,47831.0,2.0,0.0,30.0,32.0,29954,0.0010683047339253523
2412,2009,47849.0,25.0,0.0,19.0,44.0,44821,0.0009816826933803351
2413,2009,47857.0,1.0,0.0,2.0,3.0,5989,0.0005009183503088997
2414,2009,47890.0,997.0,15.0,966.0,1978.0,442422,0.004470844578253342
2415,2009,49116.0,397.0,0.0,133.0,530.0,20560,0.025778210116731516
2416,2009,49124.0,732.0,3.0,164.0,899.0,26798,0.03354727964773491
2417,2009,49213.0,243.0,1.0,252.0,496.0,464218,0.0010684635236031348
2418,2009,49221.0,64.0,0.0,143.0,207.0,128497,0.001610932550954497
2419,2009,49230.0,1.0,0.0,3.0,4.0,12706,0.00031481189988981584
2420,2009,49248.0,3.0,0.0,0.0,3.0,8236,0.0003642544924720738
2421,2009,49299.0,17.0,0.0,11.0,28.0,46470,0.0006025392726490209
2422,2009,49302.0,257.0,4.0,829.0,1090.0,647210,0.0016841519754021107
2423,2009,49400.0,177.0,3.0,12.0,192.0,2406,0.0798004987531172
2424,2009,49507.0,1.0,0.0,1.0,2.0,247,0.008097165991902834
2425,2009,50114.0,147.0,1.0,44.0,192.0,7111,0.0270004218815919
2426,2009,50122.0,2.0,0.0,5.0,7.0,961,0.007284079084287201
2427,2009,50211.0,17.0,0.0,18.0,35.0,7703,0.004543684278852395
2428,2009,50220.0,4.0,0.0,1.0,5.0,2602,0.001921598770176787
2429,2009,50301.0,39.0,0.0,30.0,69.0,6548,0.010537568723274281
2430,2009,50912.0,4.0,0.0,5.0,9.0,2627,0.0034259611724400457
2431,2009,50998.0,3.0,0.0,1.0,4.0,579,0.0069084628670120895
2432,2009,51111.0,283.0,0.0,222.0,505.0,51106,0.009881422924901186
2433,2009,51129.0,46.0,0.0,24.0,70.0,6397,0.010942629357511334
2434,2009,51200.0,16.0,4.0,25.0,45.0,2822,0.015946137491141033
2435,2009,51307.0,7.0,0.0,1.0,8.0,60,0.13333333333333333
2436,2009,52117.0,281.0,3.0,365.0,649.0,67854,0.009564653520794648
2437,2009,52125.0,46.0,5.0,58.0,109.0,31225,0.0034907926341072857
2438,2009,52214.0,187.0,3.0,117.0,307.0,16627,0.018463944187165453
2439,2009,52222.0,12.0,0.0,16.0,28.0,6367,0.004397675514370976
2440,2009,52231.0,10.0,0.0,13.0,23.0,49964,0.0004603314386358178
2441,2009,52290.0,162.0,1.0,46.0,209.0,25503,0.0081951143002784
2442,2009,52311.0,399.0,0.0,104.0,503.0,17472,0.028788919413919412
2443,2009,52320.0,11.0,0.0,98.0,109.0,9146,0.011917778263721845
2444,2009,52397.0,22.0,2.0,27.0,51.0,7044,0.007240204429301534
2445,2009,52401.0,292.0,0.0,113.0,405.0,31722,0.01276716474371099
2446,2009,52508.0,60.0,4.0,200.0,264.0,55736,0.004736615472943878
2447,2009,53105.0,728.0,0.0,866.0,1594.0,118887,0.013407689654882367
2448,2009,53202.0,2.0,0.0,75.0,77.0,40190,0.0019158994774819606
2449,2009,55108.0,50.0,2.0,217.0,269.0,258625,0.0010401159980666988
2450,2009,55906.0,4.0,0.0,5.0,9.0,19027,0.00047301203552845955
2451,2009,56112.0,33.0,0.0,135.0,168.0,899696,0.0001867297398232292
2452,2009,56121.0,1.0,0.0,1.0,2.0,10679,0.00018728345350688266
2453,2009,56201.0,64.0,0.0,125.0,189.0,212092,0.0008911227203289139
2454,2009,58115.0,13.0,4.0,214.0,231.0,11741,0.019674644408483093
2455,2009,58123.0,6.0,7.0,254.0,267.0,11014,0.024241873978572727
2456,2009,58131.0,1.0,1.0,16.0,18.0,1983,0.009077155824508321
2457,2009,58191.0,1.0,1.0,19.0,21.0,3169,0.006626696118649416
2458,2009,58212.0,12.0,50.0,124.0,186.0,12702,0.014643363249881908
2459,2009,58221.0,17.0,1.0,251.0,269.0,32860,0.00818624467437614
2460,2009,58239.0,0.0,0.0,355.0,355.0,7965,0.044569993722536096
2461,2009,58298.0,15.0,2.0,156.0,173.0,31690,0.005459135373934995
2462,2009,59111.0,7.0,0.0,55.0,62.0,5934,0.010448264239973037
2463,2009,59120.0,2.0,0.0,107.0,109.0,1816,0.06002202643171806
2464,2009,59138.0,0.0,0.0,8.0,8.0,1358,0.005891016200294551
2465,2009,59146.0,2.0,0.0,8.0,10.0,9623,0.001039176971838304
2466,2009,59201.0,1.0,0.0,26.0,27.0,3566,0.007571508693213685
2467,2009,60101.0,25.0,0.0,135.0,160.0,35077,0.004561393505715996
2468,2009,60217.0,280.0,31.0,430.0,741.0,45004,0.016465203093058395
2469,2009,60225.0,21.0,6.0,124.0,151.0,3875,0.03896774193548387
2470,2009,61108.0,1509.0,2.0,3766.0,5277.0,34215,0.1542306006137659
2471,2009,61205.0,1137.0,0.0,1478.0,2615.0,38050,0.06872536136662287
2472,2009,61302.0,180.0,1.0,106.0,287.0,2533,0.11330438215554678
2473,2009,61418.0,37.0,2.0,814.0,853.0,16044,0.053166292695088505
2474,2009,61426.0,5.0,0.0,7.0,12.0,800,0.015
2475,2009,61434.0,17.0,2.0,47.0,66.0,1292,0.05108359133126935
2476,2009,61906.0,562.0,3.0,2308.0,2873.0,42773,0.06716854090197087
2477,2009,62015.0,339.0,32.0,21552.0,21923.0,52812,0.4151139892448686
2478,2009,62023.0,33.0,0.0,4816.0,4849.0,13675,0.35458866544789763
2479,2009,62031.0,171.0,10.0,8397.0,8578.0,27326,0.3139134889848496
2480,2009,62040.0,323.0,298.0,18579.0,19200.0,55478,0.3460831320523451
2481,2009,62091.0,453.0,11.0,18081.0,18545.0,74975,0.24734911637212403
2482,2009,63119.0,232.0,21.0,6582.0,6835.0,64006,0.10678686373152517
2483,2009,63194.0,5.0,0.0,387.0,392.0,3212,0.12204234122042341
2484,2009,63917.0,0.0,2.0,69.0,71.0,1459,0.04866346812885538
2485,2009,63992.0,137.0,2.0,398.0,537.0,49229,0.010908204513599707
2486,2009,64212.0,1.0,0.0,157.0,158.0,4785,0.033019853709508884
2487,2009,64221.0,617.0,59.0,9798.0,10474.0,372952,0.02808404298676505
2488,2009,64239.0,1348.0,0.0,3.0,1351.0,81024,0.01667407187993681
2489,2009,64247.0,24.0,5.0,188.0,217.0,31648,0.0068566734074823055
2490,2009,64310.0,0.0,0.0,137.0,137.0,2428,0.05642504118616145
2491,2009,64328.0,0.0,0.0,66.0,66.0,975,0.06769230769230769
2492,2009,64336.0,95.0,152.0,203.0,450.0,3382,0.13305736250739209
2493,2009,64344.0,13.0,5.0,5.0,23.0,1157,0.019878997407087293
2494,2009,64352.0,18.0,0.0,45.0,63.0,1611,0.03910614525139665
2495,2009,64361.0,3.0,2.0,38.0,43.0,9283,0.004632123236022838
2496,2009,64379.0,0.0,0.0,2.0,2.0,110,0.01818181818181818
2497,2009,64387.0,1.0,0.0,0.0,1.0,26,0.038461538461538464
2498,2009,64409.0,0.0,0.0,13.0,13.0,632,0.020569620253164556
2499,2009,64506.0,1.0,0.0,67.0,68.0,1347,0.050482553823311065
2500,2009,64611.0,3.0,0.0,1.0,4.0,197,0.02030456852791878
2501,2009,64620.0,906.0,18.0,910.0,1834.0,24580,0.07461350691619202
2502,2009,64638.0,40.0,2.0,100.0,142.0,2895,0.04905008635578584
2503,2009,64913.0,2.0,0.0,57.0,59.0,7121,0.008285353180733044
2504,2009,64921.0,0.0,0.0,6.0,6.0,427,0.01405152224824356
2505,2009,64930.0,2.0,0.0,68.0,70.0,10229,0.00684328868902141
2506,2009,64999.0,13.0,0.0,47.0,60.0,6480,0.009259259259259259
2507,2009,65111.0,4.0,0.0,332.0,336.0,6480,0.05185185185185185
2508,2009,65120.0,93.0,0.0,1329.0,1422.0,27819,0.05111614364283403
2509,2009,65201.0,2.0,0.0,191.0,193.0,5541,0.034831257895686696
2510,2009,65308.0,4.0,0.0,31.0,35.0,604,0.057947019867549666
2511,2009,65413.0,13.0,0.0,375.0,388.0,8247,0.047047411179822966
2512,2009,65421.0,2.0,0.0,83.0,85.0,4611,0.01843417913684667
2513,2009,65502.0,54.0,2.0,1510.0,1566.0,61987,0.025263361672608772
2514,2009,66118.0,0.0,1.0,378.0,379.0,1464,0.258879781420765
2515,2009,66126.0,8.0,0.0,537.0,545.0,9893,0.055089457191953906
2516,2009,66134.0,0.0,0.0,77.0,77.0,3599,0.021394831897749374
2517,2009,66193.0,28.0,1.0,110.0,139.0,23178,0.005997066183449823
2518,2009,66215.0,1.0,0.0,45.0,46.0,1695,0.027138643067846607
2519,2009,66223.0,13.0,0.0,83.0,96.0,27891,0.003441970528127353
2520,2009,66291.0,2.0,0.0,166.0,168.0,7724,0.021750388399792854
2521,2009,66304.0,1.0,1.0,85.0,87.0,4915,0.017700915564598168
2522,2009,68102.0,216.0,2.0,70.0,288.0,28409,0.010137632440423809
2523,2009,68218.0,78.0,0.0,121.0,199.0,38382,0.00518472200510656
2524,2009,68226.0,73.0,0.0,66.0,139.0,21548,0.006450714683497308
2525,2009,69117.0,27.0,7.0,413.0,447.0,72000,0.006208333333333333
2526,2009,69125.0,3.0,1.0,53.0,57.0,47681,0.0011954447264109394
2527,2009,69206.0,27.0,0.0,417.0,444.0,148650,0.0029868819374369326
2528,2009,70204.0,956.0,71.0,4442.0,5469.0,93969,0.0582000446955911
2529,2009,71111.0,852.0,0.0,11.0,863.0,8721,0.09895654168099989
2530,2009,71120.0,16236.0,208.0,1941.0,18385.0,174469,0.10537688643827843
2531,2009,71197.0,1385.0,32.0,742.0,2159.0,39213,0.05505827149159717
2532,2009,71201.0,669.0,168.0,366.0,1203.0,15850,0.07589905362776025
2533,2009,72100.0,4589.0,1758.0,3623.0,9970.0,37340,0.2670058918050348
2534,2009,72207.0,72.0,81.0,452.0,605.0,10946,0.055271331993422254
2535,2009,73114.0,26.0,2.0,338.0,366.0,27801,0.013164994064961692
2536,2009,73122.0,6.0,0.0,81.0,87.0,4222,0.020606347702510658
2537,2009,73190.0,19.0,1.0,134.0,154.0,27009,0.005701803102669481
2538,2009,73203.0,10.0,10.0,263.0,283.0,6878,0.04114568188426868
2539,2009,74102.0,39.0,0.0,1.0,40.0,1835,0.021798365122615803
2540,2009,74200.0,5.0,0.0,45.0,50.0,16235,0.003079765937788728
2541,2009,74901.0,1207.0,218.0,481.0,1906.0,52216,0.03650222154129003
2542,2009,75001.0,2.0,5.0,24.0,31.0,4680,0.006623931623931624
2543,2009,77110.0,21.0,0.0,89.0,110.0,36110,0.0030462475768485184
2544,2009,77195.0,1.0,0.0,2.0,3.0,4698,0.0006385696040868455
2545,2009,77225.0,0.0,0.0,9.0,9.0,8862,0.001015572105619499
2546,2009,77292.0,26.0,0.0,17.0,43.0,8477,0.005072549250914238
2547,2009,77314.0,5.0,0.0,0.0,5.0,3451,0.0014488554042306578
2548,2009,77322.0,177.0,5.0,30.0,212.0,34775,0.006096333572969087
2549,2009,77331.0,25.0,1.0,428.0,454.0,8914,0.05093111958716626
2550,2009,77390.0,211.0,1.0,112.0,324.0,32703,0.009907347949729382
2551,2009,77403.0,10.0,0.0,29.0,39.0,1661,0.023479831426851294
2552,2009,78108.0,364.0,11.0,632.0,1007.0,149072,0.006755125040249007
2553,2009,78205.0,384.0,20.0,909.0,1313.0,314876,0.004169895450907659
2554,2009,78302.0,172.0,10.0,280.0,462.0,59069,0.007821361458633123
2555,2009,79112.0,8.0,0.0,257.0,265.0,54003,0.004907134788808029
2556,2009,79121.0,0.0,0.0,7.0,7.0,1617,0.004329004329004329
2557,2009,79902.0,9.0,0.0,14.0,23.0,2653,0.008669430833019224
2558,2009,80111.0,194.0,1.0,245.0,440.0,444701,0.0009894288521950705
2559,2009,80129.0,22.0,0.0,63.0,85.0,53912,0.001576643418904882
2560,2009,80200.0,31.0,0.0,105.0,136.0,27519,0.004942040045059777
2561,2009,80307.0,0.0,0.0,1.0,1.0,586,0.0017064846416382253
2562,2009,81117.0,22.0,0.0,21.0,43.0,47326,0.0009085914719181845
2563,2009,81125.0,275.0,2.0,97.0,374.0,511629,0.0007309984383215181
2564,2009,81214.0,478.0,1.0,557.0,1036.0,568994,0.0018207573366327238
2565,2009,81222.0,58.0,13.0,60.0,131.0,15133,0.008656578338729928
2566,2009,81290.0,114.0,1.0,88.0,203.0,36473,0.005565760973871083
2567,2009,81303.0,30.0,0.0,5.0,35.0,11058,0.0031651293181407126
2568,2009,82113.0,517.0,26.0,923.0,1466.0,94542,0.015506335808423768
2569,2009,82199.0,72.0,5.0,579.0,656.0,55967,0.011721192845784123
2570,2009,82202.0,157.0,0.0,2725.0,2882.0,316377,0.00910938532194186
2571,2009,82300.0,38.0,0.0,78.0,116.0,22719,0.005105858532505832
2572,2009,82911.0,18.0,1.0,522.0,541.0,71348,0.007582553119919269
2573,2009,82920.0,6.0,0.0,7.0,13.0,11621,0.0011186644867051028
2574,2009,82997.0,2046.0,365.0,4151.0,6562.0,430067,0.015258087693312902
2575,2009,84116.0,24970.0,4167.0,19825.0,48962.0,7509743,0.0065197970156901505
2576,2009,84124.0,359.0,20.0,322.0,701.0,291023,0.0024087443260498312
2577,2009,84132.0,614.0,0.0,74.0,688.0,16467,0.04178053075848667
2578,2009,84213.0,7.0,2.0,2.0,11.0,4015,0.0027397260273972603
2579,2009,84221.0,594.0,145.0,292.0,1031.0,266498,0.0038686969508213947
2580,2009,84230.0,130.0,0.0,411.0,541.0,240049,0.002253706534915788
2581,2009,84248.0,61.0,1.0,25.0,87.0,413758,0.00021026783772156671
2582,2009,84256.0,3.0,0.0,0.0,3.0,22417,0.0001338270062898693
2583,2009,84302.0,95.0,0.0,2929.0,3024.0,44348,0.068187967890322
2584,2009,85112.0,1.0,2.0,14.0,17.0,37588,0.0004522720017026711
2585,2009,85121.0,8.0,3.0,60.0,71.0,111846,0.0006348014233857268
2586,2009,85139.0,36.0,9.0,460.0,505.0,265045,0.0019053368295949744
2587,2009,85201.0,83.0,10.0,321.0,414.0,129943,0.0031860123284824884
2588,2009,85317.0,585.0,105.0,1897.0,2587.0,225285,0.011483232350134275
2589,2009,85325.0,1310.0,332.0,3647.0,5289.0,313773,0.01685613484907879
2590,2009,85333.0,119.0,19.0,377.0,515.0,42210,0.012200900260601753
2591,2009,85414.0,63.0,4.0,156.0,223.0,31823,0.007007510291298746
2592,2009,85422.0,46.0,4.0,113.0,163.0,17062,0.009553393506036807
2593,2009,85503.0,98.0,40.0,361.0,499.0,15500,0.032193548387096774
2594,2009,85911.0,0.0,1.0,1.0,2.0,3993,0.0005008765339343851
2595,2009,85929.0,2.0,0.0,10.0,12.0,3257,0.00368437212158428
2596,2009,85937.0,10.0,2.0,84.0,96.0,40264,0.002384263858533678
2597,2009,85996.0,587.0,41.0,1132.0,1760.0,188079,0.009357769873297922
2598,2009,86101.0,857.0,334.0,3578.0,4769.0,860972,0.00553908837918074
2599,2009,86216.0,0.0,0.0,10.0,10.0,2846,0.0035137034434293743
2600,2009,86224.0,1.0,0.0,1.0,2.0,1374,0.001455604075691412
2601,2009,86305.0,52.0,40.0,326.0,418.0,205405,0.0020350040164552954
2602,2009,86402.0,78.0,105.0,3202.0,3385.0,138277,0.024479848420200033
2603,2009,86500.0,36.0,33.0,656.0,725.0,65246,0.011111792293780462
2604,2009,86607.0,44.0,23.0,156.0,223.0,25301,0.008813880874273743
2605,2009,86909.0,94.0,464.0,988.0,1546.0,83271,0.018565887283688198
2606,2009,87115.0,6.0,2.0,33.0,41.0,28451,0.0014410741274471898
2607,2009,87123.0,0.0,0.0,16.0,16.0,2336,0.00684931506849315
2608,2009,87204.0,3.0,0.0,4.0,7.0,8941,0.0007829101890168885
2609,2009,87301.0,51.0,4.0,47.0,102.0,47229,0.0021596900209616974
2610,2009,88006.0,87.0,295.0,310.0,692.0,93231,0.007422423871888106
2611,2009,90019.0,31.0,4.0,44.0,79.0,13006,0.006074119637090573
2612,2009,90027.0,10.0,0.0,0.0,10.0,501,0.01996007984031936
2613,2009,90035.0,1.0,0.0,2.0,3.0,806,0.0037220843672456576
2614,2009,91015.0,2.0,0.0,46.0,48.0,2715,0.017679558011049725
2615,2009,91023.0,49.0,28.0,37.0,114.0,1655,0.0688821752265861
2616,2009,91031.0,23.0,49.0,90.0,162.0,2634,0.06150341685649203
2617,2009,92003.0,0.0,0.0,5.0,5.0,1940,0.002577319587628866
2618,2009,93115.0,1.0,0.0,1.0,2.0,580,0.0034482758620689655
2619,2009,93123.0,52.0,19.0,115.0,186.0,75846,0.002452337631516494
2620,2009,93131.0,6.0,0.0,14.0,20.0,35523,0.0005630155110773301
2621,2009,93191.0,8.0,3.0,23.0,34.0,12948,0.0026258881680568426
2622,2009,93212.0,5.0,0.0,12.0,17.0,7733,0.002198370619423251
2623,2009,93298.0,12.0,2.0,50.0,64.0,32624,0.00196174595389897
2624,2009,94111.0,148.0,34.0,402.0,584.0,27183,0.021484015745134828
2625,2009,94120.0,193.0,5.0,234.0,432.0,40443,0.010681700170610488
2626,2009,94201.0,116.0,17.0,249.0,382.0,128264,0.002978232395683902
2627,2009,94308.0,941.0,231.0,1515.0,2687.0,359378,0.007476807150131617
2628,2009,94910.0,224.0,12.0,355.0,591.0,134554,0.00439228859788635
2629,2009,94928.0,7.0,1.0,7.0,15.0,1907,0.007865757734661772
2630,2009,94936.0,34.0,15.0,99.0,148.0,17554,0.00843112680870457
2631,2009,94995.0,495.0,107.0,1002.0,1604.0,150711,0.010642886053440027
2632,2009,95118.0,166.0,10.0,3290.0,3466.0,37441,0.09257231377367058
2633,2009,95126.0,45.0,1.0,77.0,123.0,4349,0.028282363761784318
2634,2009,95215.0,89.0,0.0,73.0,162.0,30686,0.005279280453627061
2635,2009,95291.0,37.0,0.0,17.0,54.0,21217,0.0025451289060658905
2636,2009,96017.0,9.0,0.0,22.0,31.0,49708,0.0006236420696869719
2637,2009,96025.0,1.0,0.0,5.0,6.0,66960,8.960573476702509e-05
2638,2009,96033.0,5.0,0.0,24.0,29.0,25765,0.00112555792742092
2639,2009,96092.0,29.0,3.0,41.0,73.0,38699,0.0018863536525491615
2640,2009,97005.0,7.0,0.0,0.0,7.0,13202,0.0005302226935312832
2641,2009,99008.0,12.0,4.0,44.0,60.0,4830,0.012422360248447204
2642,2010,1113.0,190.0,0.0,48.0,238.0,68709,0.0034638839162264043
2643,2010,1121.0,64.0,2.0,10.0,76.0,14241,0.005336703883154273
2644,2010,1130.0,459.0,2.0,171.0,632.0,184039,0.0034340547383978396
2645,2010,1148.0,8.0,0.0,0.0,8.0,1511,0.005294506949040371
2646,2010,1156.0,392.0,3.0,28.0,423.0,89351,0.00473413839800338
2647,2010,1164.0,14.0,0.0,2.0,16.0,4397,0.003638844666818285
2648,2010,1199.0,97.0,2.0,10.0,109.0,47077,0.0023153556938632453
2649,2010,1211.0,34.0,3.0,5.0,42.0,22935,0.0018312622629169393
2650,2010,1229.0,21.0,3.0,5.0,29.0,18753,0.0015464192395883325
2651,2010,1318.0,106.0,0.0,10.0,116.0,48508,0.0023913581264945988
2652,2010,1326.0,23.0,0.0,6.0,29.0,16889,0.0017170939664870625
2653,2010,1334.0,79.0,11.0,19.0,109.0,59900,0.0018196994991652754
2654,2010,1342.0,120.0,1.0,4.0,125.0,89342,0.001399117996015312
2655,2010,1351.0,12.0,1.0,2.0,15.0,10708,0.0014008218154650729
2656,2010,1393.0,21.0,3.0,2.0,26.0,17952,0.001448306595365419
2657,2010,1415.0,221.0,8.0,29.0,258.0,7810,0.033034571062740076
2658,2010,1423.0,17.0,4.0,3.0,24.0,4388,0.0054694621695533276
2659,2010,1512.0,216.0,3.0,68.0,287.0,347305,0.0008263629950619772
2660,2010,1521.0,5.0,0.0,0.0,5.0,7146,0.0006996921354603975
2661,2010,1547.0,15.0,0.0,8.0,23.0,23860,0.0009639564124057
2662,2010,1555.0,58.0,5.0,83.0,146.0,95139,0.0015345967479162069
2663,2010,1598.0,6.0,2.0,7.0,15.0,5451,0.00275178866263071
2664,2010,1610.0,783.0,507.0,157.0,1447.0,81489,0.017756997877014076
2665,2010,1628.0,76.0,0.0,37.0,113.0,30789,0.0036701419338075287
