,hs_product_code,import_total_2013
554,5006,50982837
555,5007,1743985716
556,5101,4152193524
557,5102,564170461
558,5105,1956562090
559,5106,574089644
560,5107,1275709986
561,5108,385909601
562,5109,504158526
563,5110,6349752
564,5111,1111453885
565,5112,2358355404
566,5113,27353184
567,5201,18884736456
568,5202,665224230
569,5203,345805075
570,5204,217042017
571,5205,13384625770
572,5206,1707527072
573,5207,307281489
574,5208,14306546547
575,5209,8020481881
576,5210,2561285772
577,5211,2685535824
578,5212,861578754
579,5301,587715802
580,5303,189701230
581,5305,405301057
582,5306,408373278
583,5307,524682279
584,5308,101976813
585,5309,1001386563
586,5310,207173770
587,5311,287139195
588,5401,1188269352
589,5402,17497370795
590,5403,1347010175
591,5404,1332085826
592,5405,37920312
593,5406,104458648
594,5407,23008700181
595,5408,1292918593
596,5501,1383511934
597,5502,2751584057
598,5503,8119470536
599,5504,2429263274
600,5505,291355413
601,5506,329751469
602,5507,47478055
603,5508,775185263
604,5509,5719698231
605,5510,1550955368
606,5511,473148280
607,5512,3330119666
608,5513,3180073707
609,5514,1900331656
610,5515,4059119366
611,5516,3050162591
612,5601,2157525480
613,5602,1219375207
614,5603,13213950344
615,5604,447463128
616,5605,246354982
617,5606,563279569
618,5607,2179489005
619,5608,1427118682
620,5609,513574216
621,5701,1448394710
622,5702,4686185550
623,5703,6719575069
624,5704,793227668
625,5705,1490989165
626,5801,2680224281
627,5802,268510406
628,5803,109924472
629,5804,1430437059
630,5805,24307889
631,5806,3182801207
632,5807,1029742129
633,5808,504890352
634,5809,30167389
635,5810,1891110709
636,5811,254674402
637,5901,469832410
638,5902,2865215782
639,5903,11020186381
640,5904,418116961
641,5905,100518085
642,5906,1489323403
643,5907,889407862
644,5908,47345020
645,5909,402925200
646,5910,454395683
647,5911,4690971238
648,6001,3899088907
649,6002,23240364547
650,6101,2536149097
651,6102,3140313525
652,6103,12904860282
653,6104,36271289695
654,6105,8467543789
655,6106,5718973336
656,6107,6427923141
657,6108,11888819505
658,6109,39134923616
659,6110,52039494698
660,6111,6870536884
661,6112,4655738446
662,6113,1009036632
663,6114,5413669724
664,6115,13682257000
665,6116,4057373196
666,6117,2952095308
667,6201,13044712869
668,6202,16549324425
669,6203,43929368088
670,6204,55146249450
671,6205,14840175133
672,6206,13678694054
673,6207,1411343341
674,6208,2236349912
675,6209,2593813686
676,6210,11499325300
677,6211,10874076192
678,6212,10433805246
679,6213,279190935
680,6214,4870635656
681,6215,991075074
682,6216,1089974451
683,6217,2960706874
684,6301,4463613021
685,6302,20295368499
686,6303,4424924527
687,6304,4670698688
688,6305,4611922055
689,6306,3606628147
690,6307,11926634762
691,6308,102139092
692,6309,3838534750
693,6310,677450792
694,6401,1551202961
695,6402,34436597348
696,6403,56301557996
697,6404,23131573627
698,6405,5389632282
699,6406,7870134222
700,6501,46677992
701,6502,28123233
702,6504,348981454
703,6505,4743313371
704,6506,2913772146
705,6507,465590389
706,6601,2955561916
707,6602,212653441
708,6603,279338862
709,6701,182706905
710,6702,2469483266
711,6703,628062989
712,6704,2959342814
713,6801,742819266
714,6802,12428647512
715,6803,618079960
716,6804,4034472003
717,6805,3963432922
718,6806,4247529347
719,6807,2454605001
720,6808,398322582
721,6809,1983788468
722,6810,6517361361
723,6811,1098224122
724,6812,182985959
725,6813,1477561873
726,6814,298544389
727,6815,5396011740
728,6901,176980732
729,6902,4008107535
730,6903,1938012492
731,6904,1228162748
732,6905,763828735
733,6906,157465235
734,6907,5512959353
735,6908,13359024130
736,6909,4605040759
737,6910,5416118602
738,6911,4040903045
739,6912,2399330215
740,6913,2736383495
741,6914,1475193685
742,7001,355658564
743,7002,1776019562
744,7003,1306341151
745,7004,1647978280
746,7005,5396957007
747,7006,2574637322
748,7007,9780469891
749,7008,1364182404
750,7009,5540500972
751,7010,9197240814
752,7011,357441167
753,7013,9670798724
754,7014,786930774
755,7015,204403044
756,7016,1203153269
757,7017,936561666
758,7018,1518012881
759,7019,10673033883
760,7020,2802411321
761,7101,1873080010
762,7102,122896226162
763,7103,6948864523
764,7104,950190388
765,7106,26604705535
766,7107,128719988
767,7108,319023923938
768,7109,48763700
769,7110,27107285865
770,7112,18478828457
771,7113,65456008630
772,7114,895943545
773,7115,3800805787
774,7116,1694069401
775,7117,8110653562
776,7201,5132103822
777,7202,26558308694
778,7203,3663341484
779,7204,41014323057
780,7205,2104319913
781,7206,1632414362
782,7207,25379347320
783,7208,52169482262
784,7209,18355607160
785,7210,48940429858
786,7211,4792292486
787,7212,4168213936
788,7213,12503316383
789,7214,19755373010
790,7215,2914317983
791,7216,14572422580
792,7217,6883013443
793,7218,1939994347
794,7219,26444233922
795,7220,4458130964
796,7221,1769915582
797,7222,5982958103
798,7223,2022128145
799,7224,3089269339
800,7225,23045789451
801,7226,3099392091
802,7227,6524009394
803,7228,15591468951
804,7229,2206543454
805,7301,2222933281
806,7302,4547649389
807,7303,1797663148
808,7304,34950381603
809,7305,11635469045
810,7306,24308681893
811,7307,19232016563
812,7308,45579221651
813,7309,4205830770
814,7310,6255235875
815,7311,3355650626
816,7312,6582640984
817,7313,242465602
818,7314,4789887063
819,7315,5148785637
820,7316,271482782
821,7317,2603288703
822,7318,35112812220
823,7319,288844955
824,7320,6554917694
825,7321,9738096617
826,7322,3365663119
827,7323,10603999775
828,7324,3105174913
829,7325,7806756486
830,7326,44793466430
831,7401,920021858
832,7402,8610799359
833,7403,67436679996
834,7404,25054501859
835,7405,304099148
836,7406,718031489
837,7407,6876057813
838,7408,21427647519
839,7409,7876682300
840,7410,4952996318
841,7411,6520468165
842,7412,4039678347
843,7413,1936939428
844,7415,1003968956
845,7418,814322648
846,7419,3481331205
847,7501,5770012455
848,7502,18119475830
849,7504,828743741
850,7505,3450707615
851,7506,1449340337
852,7507,1115394958
853,7508,1289688529
854,7601,45454429080
855,7602,12585120033
856,7603,609703077
857,7604,14333083253
858,7605,3542773039
859,7606,28331892043
860,7607,11708335210
861,7608,2271826210
862,7609,733386407
863,7610,9171136644
864,7611,234806328
865,7612,4710752287
866,7613,406745420
867,7614,1730666567
868,7615,4946015944
869,7616,14899665328
870,7801,6256633770
871,7802,513177214
872,7804,423150081
873,7806,436244879
874,7901,9877079858
875,7902,591701163
876,7903,390330611
877,7904,225962894
878,7905,671212708
879,7907,1343021437
880,8001,6390156027
881,8002,158166242
882,8003,830322700
883,8007,440017034
884,8101,1172448407
885,8102,761714541
886,8104,2044487201
887,8105,2445091807
888,8108,5239001686
889,8110,393357556
890,8111,972400728
891,8112,1724987623
892,8113,635142126
893,8201,1579352677
894,8202,3840833303
895,8203,2099036410
896,8204,2874507306
897,8205,6694979953
898,8206,1048971879
899,8207,22597035323
900,8208,2696357425
901,8209,7264693208
902,8210,619401488
903,8211,2543035214
904,8212,5251824234
905,8213,715906073
906,8214,962894518
907,8215,2579017594
908,8301,11858992976
909,8302,28863870073
910,8303,1207317363
911,8304,238943954
912,8305,1043168311
913,8306,2242697385
914,8307,2734213339
915,8308,2778594888
916,8309,6232589802
917,8310,652504953
918,8311,3438693985
919,8401,5275523886
920,8402,7146094135
921,8403,7335860558
922,8404,2486154258
923,8405,1000866946
924,8406,7456528083
925,8407,44942911167
926,8408,49605135143
927,8409,64881470647
928,8410,1835394892
929,8411,103636612038
930,8412,18868155538
931,8413,63473793448
932,8414,70691274694
933,8415,40088889025
934,8416,2866353868
935,8417,5239383746
936,8418,40508289516
937,8419,37539995838
938,8420,1379410932
939,8421,55846321576
940,8422,28378783280
941,8423,4061860933
942,8424,18452731927
943,8425,7807205363
944,8426,16319046523
945,8427,15022640331
946,8428,26513165992
947,8429,44918489625
948,8430,13648742558
949,8431,66064682322
950,8432,8620251570
951,8433,20889474075
952,8434,2105773265
953,8435,437916335
954,8436,6567159029
955,8437,2340432203
956,8438,12950560167
957,8439,5005656882
958,8440,1168932303
959,8441,6061432627
960,8442,2380076516
961,8443,70747676630
962,8444,1024945779
963,8445,4051320752
964,8446,2149502688
965,8447,2930832367
966,8448,4643516731
967,8450,13830531260
968,8451,6983166542
969,8452,4929997606
970,8453,986006405
971,8454,3416155219
972,8455,5692301418
973,8456,9814231938
974,8457,11016808569
975,8458,7676463960
976,8459,4763985418
977,8460,4978323935
978,8461,2658802958
979,8462,11182712181
980,8463,2193879671
981,8464,2789483198
982,8465,6468600403
983,8466,17323540794
984,8467,8945709879
985,8468,1345230421
986,8469,52263824
987,8470,4351855227
988,8471,372463984321
989,8472,6920105892
990,8473,105295895544
991,8474,19581353821
992,8475,3522791257
993,8476,1778110684
994,8477,24358699129
995,8478,2021842818
996,8479,73126954896
997,8480,17233794951
998,8481,84454576007
999,8482,32102721326
1000,8483,51179597690
1001,8484,3832947122
1002,8485,9787015745
1003,8501,46333801772
1004,8502,27698030878
1005,8503,16478206990
1006,8504,81448915502
1007,8505,7945663936
1008,8506,7350535066
1009,8507,32045176686
1010,8508,14778865914
1011,8509,19351200565
1012,8510,3442088394
1013,8511,19620889244
1014,8512,24201406070
1015,8513,3488544631
1016,8514,4939087062
1017,8515,10943351935
1018,8516,41817176904
1019,8517,199577957029
1020,8518,29908813878
1021,8519,3662875820
1022,8520,16542412
1023,8521,46843848117
1024,8522,3751937633
1025,8523,23811862359
1026,8524,17797384094
1027,8525,227989110892
1028,8526,19100533221
1029,8527,17246502527
1030,8528,83084440181
1031,8529,55417264557
1032,8530,2553746254
1033,8531,21361707903
1034,8532,17671708043
1035,8533,8043752189
1036,8534,31099929232
1037,8535,9341600125
1038,8536,83507976969
1039,8537,50713841853
1040,8538,32233361141
1041,8539,17527500511
1042,8540,2173286586
1043,8541,83786195273
1044,8542,440212761154
1045,8543,37663366362
1046,8544,105278929939
1047,8545,5678030531
1048,8546,2496904694
1049,8547,4412418822
1050,8548,3731952880
1051,8601,1381235289
1052,8602,3178013070
1053,8605,1351832995
1054,8606,4876993148
1055,8607,12063219304
1056,8608,946543075
1057,8609,5147954699
1058,8701,53043902846
1059,8702,15422810781
1060,8703,656221936590
1061,8704,120693031716
1062,8705,13882143579
1063,8706,3840023303
1064,8707,10008131293
1065,8708,354729254230
1066,8709,1797607861
1067,8710,3201638757
1068,8711,20038324280
1069,8712,9099278983
1070,8713,1211146721
1071,8714,16703533571
1072,8715,2148567960
1073,8716,23242197609
1074,8801,56922454
1075,8802,153134700560
1076,8803,73296852926
1077,8805,1827836037
1078,8901,67506602219
1079,8902,1381926318
1080,8903,7743505608
1081,8904,7432245016
1082,8905,43984939647
1083,8906,4971065817
1084,8907,1447138427
1085,8908,3845018724
1086,9001,24385640841
1087,9002,12130990360
1088,9003,5227845935
1089,9004,8314742927
1090,9005,1418033023
1091,9006,2876247879
1092,9007,991730018
1093,9008,422658308
1094,9010,14169951453
1095,9011,5551325161
1096,9012,1895546995
1097,9013,71590200763
1098,9014,7143033883
1099,9015,10805379636
1100,9016,351627737
1101,9017,2365354677
1102,9018,104915681890
1103,9019,9154384533
1104,9020,1635148270
1105,9021,52578725755
1106,9022,21352741912
1107,9023,2863952184
1108,9024,2356002084
1109,9025,4367092136
1110,9026,19898430573
1111,9027,35923689933
1112,9028,5921434813
1113,9029,7467520098
1114,9030,19782849722
1115,9031,33510094615
1116,9032,32434266443
1117,9033,3092643247
1118,9101,10891293269
1119,9102,20645910418
1120,9103,80238821
1121,9104,129109227
1122,9105,1563364794
1123,9106,406284311
1124,9107,529101359
1125,9108,1159176444
1126,9109,65420032
1127,9110,219840726
1128,9111,1545705457
1129,9112,38301445
1130,9113,1821845577
1131,9114,1855115265
1132,9201,812990729
1133,9202,915918970
1134,9205,816769627
1135,9206,439609109
1136,9207,2074710058
1137,9208,154535219
1138,9209,1323661139
1139,9301,686514629
1140,9302,962167274
1141,9303,1479357755
1142,9304,677909339
1143,9305,1692691454
1144,9306,5702971644
1145,9307,74918557
1146,9401,68824531608
1147,9402,3620158596
1148,9403,78299077341
1149,9404,13900881208
1150,9405,43083582482
1151,9406,9330616012
1152,9503,37169906964
1153,9504,23727891160
1154,9505,6156943829
1155,9506,23689984639
1156,9507,2904351118
1157,9508,1196506605
1158,9601,105049760
1159,9602,950010355
1160,9603,7953551735
1161,9604,42752370
1162,9605,329710333
1163,9606,1521496444
1164,9607,2292527065
1165,9608,5673562462
1166,9609,1438686516
1167,9610,550444842
1168,9611,296574024
1169,9612,1785400758
1170,9613,1780248069
1171,9614,181479744
1172,9615,1448771968
1173,9616,1332047997
1174,9617,1561596978
1175,9618,716269513
1176,9701,13271742876
1177,9702,404702070
1178,9703,4118508447
1179,9704,147160885
1180,9705,1051102340
1181,9706,2582840451
1182,9999,590851862065
1183,0503,2527
1184,0507,77809507
1185,0509,136538
1186,1203,65028407
1187,1402,707142
1188,1403,5158
1189,1503,84486643
1190,1522,181241488
1191,2305,53618409
1192,2307,16184508
1193,2529,1276441038
1194,2602,4910789203
1195,2603,55151682925
1196,2604,6215043536
1197,2605,528971866
1198,2617,432396951
1199,2619,861590106
1200,2702,3563256370
1201,2822,904282656
1202,2838,4059094
1203,4204,269446
1204,4703,1185428863
1205,4704,677303589
1206,4815,120946
1207,5002,460998038
1208,5003,82678883
1209,5004,352266989
1210,5103,119067059
1211,5104,4810242
1212,5302,13885200
1213,5304,16057032
1214,6503,3744148
1215,7012,14803699
1216,7105,514815441
1217,7111,251889582
1218,7118,605468847
1219,7414,100614
1220,7416,209198
1221,7417,76313
1222,7503,663875581
1223,7803,9691279
1224,7805,331855
1225,7906,159916
1226,8004,845879
1227,8005,39580
1228,8006,24799
1229,8103,1190733207
1230,8106,203912972
1231,8107,41074149
1232,8109,496683962
1233,8449,730969625
1234,8603,5611736770
1235,8604,996643324
1236,8804,276978779
1237,9009,70716761
1238,9203,54031
1239,9204,10600
1240,9501,5597616
1241,9502,6988867
1242,XXXX,194514346933
